"genos","g","g.1","g.2","g.3","g.4","g.5","g.6","g.7","g.8","g.9","g.10","g.11","g.12","g.13","g.14","g.15","g.16","g.17","g.18","g.19","g.20","g.21","g.22","g.23","g.24","g.25","g.26","g.27","g.28","g.29","g.30","g.31","g.32","g.33","g.34","g.35","g.36","g.37","g.38","g.39","g.40","g.41","g.42","g.43","g.44","g.45","g.46","g.47","g.48","g.49","g.50","g.51","g.52","g.53","g.54","g.55","g.56","g.57","g.58","g.59","g.60","g.61","g.62","g.63","g.64","g.65","g.66","g.67","g.68","g.69","g.70","g.71","g.72","g.73","g.74","g.75","g.76","g.77","g.78","g.79","g.80","g.81","g.82","g.83","g.84","g.85","g.86","g.87","g.88","g.89","g.90","g.91","g.92","g.93","g.94","g.95","g.96","g.97","g.98","g.99","g.100","g.101","g.102","g.103","g.104","g.105","g.106","g.107","g.108","g.109","g.110","g.111","g.112","g.113","g.114","g.115","g.116","g.117","g.118","g.119","g.120","g.121","g.122","g.123","g.124","g.125","g.126","g.127","g.128","g.129","g.130","g.131","g.132","g.133","g.134","g.135","g.136","g.137","g.138","g.139","g.140","g.141","g.142","g.143","g.144","g.145","g.146","g.147","g.148"
"g.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.877973080683394,0.907227197142806,0.138706979217794,0.216976314735317,0.216976314735317,0.0380110112091312,0.0380110112091312,0.136844119120078,0.234947805701543,0.206065059213397,0.224681195114957,0.191926396838641,0.0963317940254154,0.0010345222191608,0.125318713943504,0.0133449315765649,0.057467958022416,0.0748589196868321,0.0748589196868321,0.00759501416570376,0.00262231704268044,0.389729028771158,0.229279604342172,0.011078058452797,0.073948435786944,0.073948435786944,0.073948435786944,0.073948435786944,0.034749215111434,0.0401170162744439,0.0603676110661375,0.0789237434129807,0.0789237434129807,0.0789237434129807,0.229712233551368,0.209009622893423,0.165586010079602,0.0372535545276074,0.0350524089387397,0.105633461241168,0.021967298523228,0.0523990321749691,0.0523990321749691,0.00970351324683692,0.0330347895707608,0.0436751679731722,0.233046552275728,0.0721547851445739,0.0445273146069507,0.039158979900453,0.0385073468219977,0.0783468157573094,0.0616236477117236,0.0355411817668976,0.0440538234507104,0.1027940760108,0.0642379613552226,0.103817477827112,0.144407171285623,0.0346937439219265,0.122558668696829,0.00774878357225298,0.0637406192556178,0.0320959707277065,0.0467031243344416,0.0275385519180518,0.0241556579313914,0.00300793092276187,0.000682304238137534,0.00125727455959915,0.0102826876854794,8.48804369484004e-07,0.00431141959721157,0.0157260358986791,0.00139819034640399,0.0299199727122686,0.00652830837174737,0.00377585156990109,0.0872201650951593,0.0651153560056565,0.0257430230856001,0.0601755358701299,0.00273920302587156,0.00947894400175965,0.00947894400175965,0.012778911332896,0.012778911332896,0.044265072231632,0.0084584035174556,0.00322359155949719,0.00322359155949719,0.00322359155949719,0.010924305912581,0.00968271054185182,0.00712511961199192,0.000586924360452665
"g.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.953431494795069,0.157938086200271,0.256096878393803,0.256096878393803,0.078935346087641,0.078935346087641,0.236326157910206,0.195740555178696,0.167017573424644,0.205141138334168,0.178231586785181,0.15582428452914,0.000177252491144238,0.179140563887156,0.0157175733474321,0.138992239110376,0.103360244395241,0.103360244395241,1.45048481657167e-05,0.000639157171413322,0.119631380605707,0.072080543307739,0.078420762411846,0.123406117480285,0.123406117480285,0.123406117480285,0.123406117480285,0.104041293085226,0.100122888572304,0.0879850163281187,0.0227079273583988,0.0227079273583988,0.0227079273583988,0.212399240740596,0.189176085451219,0.19811705048105,0.0502950077457672,0.0834223487099506,0.0814337532450031,0.0733954619342388,0.0639214191133809,0.0639214191133809,0.0354573048033058,0.00874096345252439,0.00334798562082957,0.0628015922201161,0.0689659963825815,0.0110942459827066,0.00640877580791301,0.0338122404939911,0.00297472269865439,0.00481008109928729,0.000179240196200429,0.0326126131807961,0.00419346457710167,0.00302013072592599,0.00120832493738546,0.000771318008772806,9.78114459069884e-06,0.00105425813204707,0.0241055557696331,0.00105508418839823,0.00191839213747159,0.0644724752963167,0.0288714860087627,0.00852453657816294,0.0425175778471515,0.00428350740115318,0.00822607032639985,0.032920844922113,0.033893825858729,0.0481038898830889,0.0417970527069931,0.0503545873478809,0.0262636124785399,0.000705672620928312,0.00034322242987965,0.0220387391531233,0.00271862314030283,0.00348771600657696,0.0397167725964202,0.00959432893023555,0.0206548199347421,0.0206548199347421,0.0101745652993598,0.0101745652993598,0.000537256285013006,0.00181894588864728,0.019102075911666,0.019102075911666,0.019102075911666,0.00658853490754883,0.0104002898701219,0.000841297612063665,0.0022593389649205
"g.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103663377929046,0.137199067403817,0.137199067403817,0.0431583515452364,0.0431583515452364,0.195686154873715,0.136740088677267,0.124759217511023,0.184540572451234,0.135813322619961,0.0661227268753403,0.0077725007655538,0.0664075891802495,0.0036444291829952,0.0395272369771318,0.165845149788285,0.165845149788285,0.00102404082510696,0.00273864760890846,0.308517866460284,0.15312086737677,0.064325952678169,0.104870682649816,0.104870682649816,0.104870682649816,0.104870682649816,0.166068643249131,0.0922503939945646,0.0775910843518999,0.123008715428507,0.123008715428507,0.123008715428507,0.311695393882706,0.289666431260171,0.218350018135551,0.0719184315565055,0.0952612827590915,0.158047768389664,0.089197327665906,0.187464329273666,0.187464329273666,0.00279800023108544,0.0183636566579071,0.0255225381353966,0.018762564599134,0.00561443082744854,0.0262700334048476,0.021935890865493,0.0354528036803676,0.00234236814915797,0.00490643314144196,0.0191161088058456,0.00626427828381713,0.0129155663219948,0.0139926626941183,0.0122366901380776,0.0107958120067175,0.0123089185366218,0.0112717381267977,0.003580812572501,0.00530348000002953,0.00158886666445923,0.0794631118985425,0.0329975243810295,5.68922141366783e-05,0.0138656299608467,0.00843291073167664,0.0139974705266992,0.00218852670019863,0.00912865087779523,0.0193691488539019,0.00667189254281232,0.0176846919785169,0.0275412166938933,0.000103878627955894,0.000145167238760931,0.0167782861357741,0.019678442734079,0.00339819393795659,0.0260971663398835,0.00234094980631279,0.0308049801851612,0.0308049801851612,0.0622141341605664,0.0622141341605664,4.53010012110263e-07,0.0008331448205026,0.00948094272641151,0.00948094272641151,0.00948094272641151,0.00147455877709249,0.0294082985485281,0.00376483013363548,0.0312726942276277
"g.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.323483920856192,0.323483920856192,0.291658477583855,0.291658477583855,0.326541356767017,0.196109022057718,0.191131923571445,0.298925237181459,0.261827923053268,0.260618190121516,0.000753924779648035,0.104781406124426,5.9565052740522e-05,0.0131217956763464,0.0357001445178294,0.0357001445178294,5.35298338566159e-05,0.000733869540019043,0.0842032084060492,0.00535159762943538,0.476947992286486,0.66287837626709,0.66287837626709,0.66287837626709,0.66287837626709,0.0853803356537512,0.374385248229451,0.255986637040761,0.0112863072140531,0.0112863072140531,0.0112863072140531,0.0550373374602527,0.00527233234326908,0.0406712305061501,0.0252782389913555,0.0409552130992913,0.0389972497341973,0.0513337861823267,0.00978101999187991,0.00978101999187991,0.0545614354396905,0.000777703705826272,0.0106853127228342,0.0242061007802778,0.116663420343791,0.0107412486758319,0.00615418715982766,0.00520088507136754,0.0186320101840862,0.000221733207172591,0.0263163502952387,0.00335201596281678,0.0825478019276191,0.0125819485142205,0.00391689267164085,0.0192531684418678,0.00728858619259283,1.4609410541467e-05,2.58840121840493e-08,0.0190308462340108,0.00433934149405665,0.00456001487324896,0.00160799802882697,0.000484461313775894,0.00658726103934949,0.00575678992901264,0.00836626442956175,0.00505893304772985,0.00521387738416825,0.0074751365135672,0.00647250898578933,0.00783264062703822,0.00404514885039172,0.00352041743499511,0.00834665024606443,0.00565133813202704,0.00694205862510249,0.0049639553375277,0.00719403622732928,0.00651617973506064,0.018145949317741,0.018145949317741,0.00923844978040302,0.00923844978040302,0.00600578396045617,0.032669977133438,0.0223762846597228,0.0223762846597228,0.0223762846597228,0.00380632480118847,0.0082980071088946,0.00587984440210548,0.0208266566848203
"g.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9988965900308,0.682656665188384,0.682656665188384,0.899280462876846,0.841114264733664,0.905189394234634,0.715411253945434,0.803906357671028,0.806061598904551,0.0496494511846203,0.323773993466656,0.0584280870039939,0.260862877926062,0.11052364825187,0.11052364825187,0.0479372732466374,0.0542405756367781,0.0620120025625658,0.0881655214244111,0.277857759431006,0.409640193160341,0.409640193160341,0.409640193160341,0.409640193160341,0.0789551799303777,0.260992291074644,0.177230622404381,0.0120535826704494,0.0120535826704494,0.0120535826704494,0.0495482001769865,0.0305111786327934,0.0505891003450654,0.0276346749821718,0.0459490573109309,0.026543600254114,0.028761479132659,0.0305977877276714,0.0305977877276714,0.0272603446929616,8.22487783231707e-05,0.00222949535267212,0.0617768839548948,0.099869708517751,0.0104391979341612,0.000535867447944092,0.016470077457284,0.00570491266893597,0.00147242116058853,0.00521881108761544,0.000596418502489468,0.0400312815364001,0.00373048709637158,6.13831929530487e-05,0.00974655189146913,0.00246691519635757,0.00106851024417804,0.000133176035877463,0.0112455576103876,0.0136861921178156,0.132231911514422,0.0346743146456752,2.95903207460548e-05,0.0206997444941147,0.000388054307438629,0.0261491768477171,0.0160369752081169,0.016509717334775,0.0234180405991774,0.0203496622278513,0.000125050392645217,0.0127583146860992,6.33563783584176e-05,5.69525096842638e-05,0.017844397029871,0.000815961979546382,0.0156413624203607,0.0012038473426418,0.00173086590313928,0.0188676952730096,0.0188676952730096,0.00269829244303824,0.00269829244303824,0.0189257707135754,0.0518736276241708,0.030362976372245,0.030362976372245,0.030362976372245,0.000360112669171294,3.59769342806444e-06,0.0185415462589505,0.0646096544227799
"g.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.682656665188384,0.682656665188384,0.899280462876846,0.841114264733664,0.905189394234634,0.715411253945434,0.803906357671028,0.806061598904551,0.0496494511846203,0.323773993466656,0.0584280870039939,0.260862877926062,0.11052364825187,0.11052364825187,0.0479372732466374,0.0542405756367781,0.0620120025625658,0.0881655214244111,0.277857759431006,0.409640193160341,0.409640193160341,0.409640193160341,0.409640193160341,0.0789551799303777,0.260992291074644,0.177230622404381,0.0120535826704494,0.0120535826704494,0.0120535826704494,0.0495482001769865,0.0305111786327934,0.0505891003450654,0.0276346749821718,0.0459490573109309,0.026543600254114,0.028761479132659,0.0305977877276714,0.0305977877276714,0.0272603446929616,8.22487783231707e-05,0.00222949535267212,0.0617768839548948,0.099869708517751,0.0104391979341612,0.000535867447944092,0.016470077457284,0.00570491266893597,0.00147242116058853,0.00521881108761544,0.000596418502489468,0.0400312815364001,0.00373048709637158,6.13831929530487e-05,0.00974655189146913,0.00246691519635757,0.00106851024417804,0.000133176035877463,0.0112455576103876,0.0136861921178156,0.132231911514422,0.0346743146456752,2.95903207460548e-05,0.0206997444941147,0.000388054307438629,0.0261491768477171,0.0160369752081169,0.016509717334775,0.0234180405991774,0.0203496622278513,0.000125050392645217,0.0127583146860992,6.33563783584176e-05,5.69525096842638e-05,0.017844397029871,0.000815961979546382,0.0156413624203607,0.0012038473426418,0.00173086590313928,0.0188676952730096,0.0188676952730096,0.00269829244303824,0.00269829244303824,0.0189257707135754,0.0518736276241708,0.030362976372245,0.030362976372245,0.030362976372245,0.000360112669171294,3.59769342806444e-06,0.0185415462589505,0.0646096544227799
"g.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999037096393904,0.689106692685478,0.574828121266661,0.618617106527635,0.803936847204477,0.715586907624107,0.768733817931724,0.0339405556781115,0.221277441545741,0.0399398824362624,0.125202394612667,0.0755420213455732,0.0755420213455732,0.032770451779639,0.0370781339262892,0.0414787804045856,0.0602624647009493,0.407617284195537,0.363542605743238,0.363542605743238,0.363542605743238,0.363542605743238,0.0319132090156803,0.057317776292261,0.150863057160876,0.00150802887920533,0.00150802887920533,0.00150802887920533,0.0244984362586587,0.00552822215331651,0.0118099145592362,0.00228249688336972,0.0100845130750648,0.0014795151895493,0.00220438039771909,0.0208731588228606,0.0208731588228606,0.0202225061540283,0.00225000519721122,0.00681422075184198,4.70205695611563e-05,0.0606453835192354,0.0228874290944476,0.00248971083863038,0.0112255954603591,0.00317586375277524,9.90644098935262e-05,7.04422509940525e-09,0.0131065977030073,0.0712475907974168,0.000907233695417697,0.00138139191393103,0.000870867122821819,0.00241857582532682,0.0123800332556175,0.00232238344599549,0.000966756493585639,0.00930508798608768,0.0556318035200096,0.022533788505186,0.000784270636849934,0.0141017849435753,0.0123789103443066,0.0178132594203308,0.0109310848701935,0.0112525506807436,0.0159527634364294,0.0138637273864335,0.000353452687079966,0.00867423456330212,0.00464678487184388,0.00189724918593009,0.0121601369455339,0.00126894209665118,0.0106343862698144,0.000947188160714964,0.0100566453626647,0.0144934280444102,0.0144934280444102,2.27205780931272e-05,2.27205780931272e-05,0.012895475069145,0.0186715103785481,0.0215051673481269,0.0215051673481269,0.0215051673481269,0.00160083297554388,1.57234651165913e-05,0.0126342009464814,0.0441643700976395
"g.59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.689106692685478,0.574828121266661,0.618617106527635,0.803936847204477,0.715586907624107,0.768733817931724,0.0339405556781115,0.221277441545741,0.0399398824362624,0.125202394612667,0.0755420213455732,0.0755420213455732,0.032770451779639,0.0370781339262892,0.0414787804045856,0.0602624647009493,0.407617284195537,0.363542605743238,0.363542605743238,0.363542605743238,0.363542605743238,0.0319132090156803,0.057317776292261,0.150863057160876,0.00150802887920533,0.00150802887920533,0.00150802887920533,0.0244984362586587,0.00552822215331651,0.0118099145592362,0.00228249688336972,0.0100845130750648,0.0014795151895493,0.00220438039771909,0.0208731588228606,0.0208731588228606,0.0202225061540283,0.00225000519721122,0.00681422075184198,4.70205695611563e-05,0.0606453835192354,0.0228874290944476,0.00248971083863038,0.0112255954603591,0.00317586375277524,9.90644098935262e-05,7.04422509940525e-09,0.0131065977030073,0.0712475907974168,0.000907233695417697,0.00138139191393103,0.000870867122821819,0.00241857582532682,0.0123800332556175,0.00232238344599549,0.000966756493585639,0.00930508798608768,0.0556318035200096,0.022533788505186,0.000784270636849934,0.0141017849435753,0.0123789103443066,0.0178132594203308,0.0109310848701935,0.0112525506807436,0.0159527634364294,0.0138637273864335,0.000353452687079966,0.00867423456330212,0.00464678487184388,0.00189724918593009,0.0121601369455339,0.00126894209665118,0.0106343862698144,0.000947188160714964,0.0100566453626647,0.0144934280444102,0.0144934280444102,2.27205780931272e-05,2.27205780931272e-05,0.012895475069145,0.0186715103785481,0.0215051673481269,0.0215051673481269,0.0215051673481269,0.00160083297554388,1.57234651165913e-05,0.0126342009464814,0.0441643700976395
"g.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833242874555676,0.749420110212114,0.7036742874927,0.696821166241119,0.795051166914664,0.0491848172831603,0.256798343267018,0.0578813000935288,0.211880223118243,0.109489336035609,0.109489336035609,0.0474886624007468,0.0537329766669154,0.0573741178862303,0.0873404430153594,0.412640015584773,0.413511104404062,0.413511104404062,0.413511104404062,0.413511104404062,0.0576464105441034,0.404592913565751,0.29932957703643,0.00854169786730154,0.00854169786730154,0.00854169786730154,0.0486716092443569,0.0280870194550161,0.0350654798566175,0.0462778862629746,0.0420238804450396,0.0326186722591744,0.0346392561802713,0.0303103813407557,0.0303103813407557,0.00179702885351662,0.00732340974939731,0.00170514599713669,0.0346141479717542,0.0649535921958124,0.0332267807570894,0.00684940555612937,0.0163150791882116,0.00608960232197522,0.00631754670562497,0.00239854014941134,0.00256417787238123,0.0456647669686677,0.00327010085237957,0.000754936148552399,0.000214102958795827,0.000777556806185608,0.00166750482495749,0.0021208379496097,0.00442257160180382,0.0135567093035611,0.0744006808779363,0.00748215368145937,0.000901601671875281,0.0205047445414157,0.017995082478318,0.0259028122285359,0.0158860729775408,0.0163543441741077,0.0231974073957775,0.0201579731382182,0.000388637159001918,0.0126376103677262,0.00548492543410642,0.00011040473324598,0.0176764012362332,0.00202266795227423,0.0154933820612124,0.00131017959670023,0.0211851777650209,0.0253402278566548,0.0253402278566548,0.00397937275971107,0.00397937275971107,0.0187475479274949,0.0422276308605823,0.0401455767678021,0.0401455767678021,0.0401455767678021,2.84911204851551e-05,0.000215896905789843,0.0183669572387753,0.0640050186193588
"g.61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.928660202616183,0.673121538808748,0.802414190817556,0.746947772097449,0.0229389629515137,0.384750385159817,0.00618497395198323,0.232093817520123,0.131406009384108,0.131406009384108,0.00730868863459424,0.028301483429449,0.0316968899529597,0.0671756260390801,0.297757460482781,0.344928109053543,0.344928109053543,0.344928109053543,0.344928109053543,0.027763646050667,0.208403509646969,0.148734175558979,0.0102273736001776,0.0102273736001776,0.0102273736001776,0.0626982455738097,0.0566048340892763,0.0253192380928367,0.00873574907834775,0.00967071132410072,0.0305161805539799,0.0190691953889937,0.0363575116406234,0.0363575116406234,0.0106548776131611,0.0026470974454493,0.00371719903804861,0.0786082891790077,0.0732500892210712,0.0153065928710318,0.00161198720509075,0.0195762989549494,0.0137153088738633,0.000773331002914436,0.00411090739556118,0.000162577197245622,0.0354947097028256,0.00385630710469775,0.00903401061628651,0.000414702451281671,0.00305690313876676,0.00850526207746442,0.00911493441844003,0.0115424181964375,0.0162810841359031,0.0316229356141306,0.00012236163998503,0.00208081272219584,0.00385243758690357,0.000566096032549787,1.60624934989234e-05,0.019061110422291,0.00277695430916959,0.000597947000412843,0.0241911829095449,0.0020220998294942,0.0151772818216044,0.0131811955638553,0.0095292705635451,0.0212110942530414,0.00414468490051138,0.018606953298175,0.00533719592084753,0.000726936777968089,0.0331707584075933,0.0331707584075933,0.0037896311952532,0.0037896311952532,0.0224974210866234,0.0750467438344834,0.0479606634470051,0.0479606634470051,0.0479606634470051,0.000463086705533971,0.00254886237835102,0.022040374461137,0.0768595137857417
"g.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.724399173224708,0.863541192636186,0.803849405126773,0.027954089898168,0.357535540536793,0.00727112189913868,0.283552617851249,0.122114958074334,0.122114958074334,0.0157498457517461,0.024873990364379,0.156023084877101,0.0588851827814206,0.350500735158601,0.371207574481792,0.371207574481792,0.371207574481792,0.371207574481792,0.0399685189716782,0.221785978539498,0.156034130077883,0.0930629916955187,0.0930629916955187,0.0930629916955187,0.0607915338905217,0.0448224966021637,0.0189356592045608,5.21800687270494e-05,0.000864514627128267,0.0106022113705878,2.33932168148342e-05,0.0337764099443766,0.0337764099443766,0.0013119422620002,0.0105274913839797,0.0157369902496117,0.0272206272756254,0.0500276007284572,0.0133705687152607,0.0143621058857014,0.0181843092523346,0.0370271984887957,0.000133261300739246,0.0027596494447565,4.99877433907849e-05,0.036782488375477,0.00184605894632115,0.00360586587994452,0.0108208199701632,0.00202409560398681,0.0128435731660644,0.00607344741386985,0.0063542031908855,0.0151182342873145,0.0834534638883135,0.0236662194721538,0.00697229982641439,3.94683332991455e-05,0.0072310213989298,0.000815948558461865,0.0177059060501585,1.27840558435955e-06,1.20893247913977e-05,0.0224696835110416,0.017372404853844,0.0140932692508864,0.001815624650385,0.0061483982323837,0.01970237754421,0.0240541161562529,0.0172779820426452,0.0249068707758388,0.00728891622693579,0.0622918880104212,0.0622918880104212,0.0319395572089641,0.0319395572089641,0.0208968587022437,0.111788475265775,0.0767085659540573,0.0767085659540573,0.0767085659540573,0.0179898614747681,0.0286429013922148,0.0204724458839389,0.0714275564886126
"g.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.837952432844206,0.900188354106679,0.0397331449288687,0.259107778629266,0.00600180248113211,0.284161929357312,0.0884491576297455,0.0884491576297455,0.00122971374229419,0.0145869281313074,0.0813691322829994,0.0343480650457227,0.295945031102102,0.511905982078906,0.511905982078906,0.511905982078906,0.511905982078906,0.0791499845259717,0.500865291675903,0.370570261239503,0.0201892574313663,0.0201892574313663,0.0201892574313663,0.0647836910197394,0.0594774795845233,0.0375760640172995,0.022245914499978,0.0290408293333118,0.0286956993632968,0.0334629016265921,0.0244639102977827,0.0244639102977827,0.000109965630077317,0.00541814232962744,0.00734903885140659,0.0483334372313474,0.0889687385963191,0.0268162656331487,0.00425597510495675,0.013162080773666,0.0049185998918056,0.000947072487040618,0.0371862639822534,0.00677914874246043,0.101622038438552,0.0309619365704205,0.0155933566935945,0.00470494564768843,0.00904876322563293,0.00319399828461306,0.0115969140767113,0.0346185399077915,0.0109227646506014,0.142468193272794,0.00242717203355416,0.00309461258415224,0.0165380288632547,0.0145157930399481,0.0208912299803013,0.0128163965163128,0.013193719684133,0.0187092570712475,0.016258607270514,0.0195846307169288,0.0101822382336114,0.00884638785764463,0.0208432041642544,0.014259006145798,0.0174039600662771,0.0124831596006872,0.0180209566438771,0.00136796184916558,0.0450828778165907,0.0450828778165907,0.0231347160797092,0.0231347160797092,0.0151221145835011,0.0809633939929204,0.055533650058916,0.055533650058916,0.055533650058916,0.000118495264284794,0.0207241001404589,0.0148154422321777,0.0517054005982578
"g.64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.853809226167422,0.0473650559350079,0.308876995514492,0.00047298757055232,0.286351503562719,0.105438401768528,0.105438401768528,0.000371792398678454,0.00244249759225354,0.0434216884357386,0.0486013440143966,0.269090129791393,0.341526846876909,0.341526846876909,0.341526846876909,0.341526846876909,0.111936695805172,0.170761222841217,0.115088942048428,0.0335448468660578,0.0335448468660578,0.0335448468660578,0.0623469347349018,0.0663251750473835,0.0413255681397896,0.00164368937846096,0.0075060512990098,0.0017969480006434,0.007470321526481,0.0291847403898962,0.0291847403898962,0.00430238833616113,0.000132099511216903,0.00149052678260587,0.0442273044477325,0.0627004038094942,0.00896219956902504,0.000384566589371417,0.0157080211360586,0.00744784810575099,0.00223984609182786,0.0398577944853975,0.012616649078914,0.0920674632076862,0.00930333534833894,0.00765423099788727,0.00920460645944912,0.00651370257736854,0.000576858243620181,0.00477221701122975,0.0297307868305624,0.013049584276216,0.0399635257854167,8.89989975506855e-05,0.00168031270571126,0.0197410181179464,0.00287117577541601,0.02493791370781,0.0152950572432535,0.0157458178422792,0.0223332871649938,0.019407213856478,0.00130684894099865,0.0121648666981672,0.00177215887845498,0.000108919040074988,0.0170184377996869,0.00183054328005602,0.0149138106013895,0.00245491314830384,0.000947999327260157,0.0221397327421863,0.0221397327421863,2.29551455020762e-05,2.29551455020762e-05,0.0180495300205416,0.0523500459801532,0.03852173585222,0.03852173585222,0.03852173585222,0.000197637201501999,0.000287484305388198,0.0176831711373545,0.0616369329903984
