mrk.1,mrk.2,R2,diff.dist,LG,delta.bp
S01_4676401,S01_3821144,NA,855257,lg.1,0.855257
S01_1433706,S01_2290277,0.1397387842302411,856571,lg.1,0.856571
S01_2290277,S01_1433706,NA,856571,lg.1,0.856571
S01_1433706,S01_2290523,0.3018506081432139,856817,lg.1,0.856817
S01_2290523,S01_1433706,NA,856817,lg.1,0.856817
S01_1433706,S01_2290535,0.32376532315328377,856829,lg.1,0.856829
S01_2290535,S01_1433706,NA,856829,lg.1,0.856829
S01_455187,S01_1314461,0.013150901722479834,859274,lg.1,0.859274
S01_1314461,S01_455187,NA,859274,lg.1,0.859274
S01_955471,S01_1814915,0.00897326979324957,859444,lg.1,0.859444
S01_1814915,S01_955471,NA,859444,lg.1,0.859444
S01_955453,S01_1814915,0.00897326979324957,859462,lg.1,0.859462
S01_1814915,S01_955453,NA,859462,lg.1,0.859462
S01_839570,S01_1701388,0.0552807796190097,861818,lg.1,0.861818
S01_1701388,S01_839570,NA,861818,lg.1,0.861818
S01_955471,S01_1818795,0.010034795324424861,863324,lg.1,0.863324
S01_1818795,S01_955471,NA,863324,lg.1,0.863324
S01_955453,S01_1818795,0.010034795324424861,863342,lg.1,0.863342
S01_1818795,S01_955453,NA,863342,lg.1,0.863342
S01_955471,S01_1818820,0.008678688734208363,863349,lg.1,0.863349
S01_1818820,S01_955471,NA,863349,lg.1,0.863349
S01_955453,S01_1818820,0.008678688734208363,863367,lg.1,0.863367
S01_1818820,S01_955453,NA,863367,lg.1,0.863367
S01_47939179,S01_48805860,0.05814753400677432,866681,lg.1,0.866681
S01_48805860,S01_47939179,NA,866681,lg.1,0.866681
S01_3160446,S01_4028168,0.003876937476860045,867722,lg.1,0.867722
S01_4028168,S01_3160446,NA,867722,lg.1,0.867722
S01_47938078,S01_48805860,0.07866716395875241,867782,lg.1,0.867782
S01_48805860,S01_47938078,NA,867782,lg.1,0.867782
S01_3160446,S01_4028291,0.006707451609057537,867845,lg.1,0.867845
S01_4028291,S01_3160446,NA,867845,lg.1,0.867845
S01_55692513,S01_56561984,0.005466964353991008,869471,lg.1,0.869471
S01_56561984,S01_55692513,NA,869471,lg.1,0.869471
S01_2290535,S01_3160446,0.06987172440897563,869911,lg.1,0.869911
S01_3160446,S01_2290535,NA,869911,lg.1,0.869911
S01_2290523,S01_3160446,0.003915998778781281,869923,lg.1,0.869923
S01_3160446,S01_2290523,NA,869923,lg.1,0.869923
S01_2290277,S01_3160446,0.04937645508623111,870169,lg.1,0.870169
S01_3160446,S01_2290277,NA,870169,lg.1,0.870169
S01_51685788,S01_52557156,0.01710102078374032,871368,lg.1,0.871368
S01_52557156,S01_51685788,NA,871368,lg.1,0.871368
S01_827682,S01_1701388,0.024219543232531483,873706,lg.1,0.873706
S01_1701388,S01_827682,NA,873706,lg.1,0.873706
S01_55879240,S01_56756596,0.004382714005005086,877356,lg.1,0.877356
S01_56756596,S01_55879240,NA,877356,lg.1,0.877356
S01_55879240,S01_56756639,0.11021415984955274,877399,lg.1,0.877399
S01_56756639,S01_55879240,NA,877399,lg.1,0.877399
S01_51685788,S01_52567810,0.018460459581868198,882022,lg.1,0.882022
S01_52567810,S01_51685788,NA,882022,lg.1,0.882022
S01_598334,S01_1482512,0.12183025808498518,884178,lg.1,0.884178
S01_1482512,S01_598334,NA,884178,lg.1,0.884178
S01_598334,S01_1482537,0.12183025808498518,884203,lg.1,0.884203
S01_1482537,S01_598334,NA,884203,lg.1,0.884203
S01_51765084,S01_52652130,0.001859877104603874,887046,lg.1,0.887046
S01_52652130,S01_51765084,NA,887046,lg.1,0.887046
S01_51764985,S01_52652130,0.007217762064579234,887145,lg.1,0.887145
S01_52652130,S01_51764985,NA,887145,lg.1,0.887145
S01_811792,S01_1701388,0.04853307824968072,889596,lg.1,0.889596
S01_1701388,S01_811792,NA,889596,lg.1,0.889596
S01_1314461,S01_2207723,0.01072500364923348,893262,lg.1,0.893262
S01_2207723,S01_1314461,NA,893262,lg.1,0.893262
S01_38888921,S01_39782428,0.8635411926361859,893507,lg.1,0.893507
S01_39782428,S01_38888921,NA,893507,lg.1,0.893507
S01_1314461,S01_2211215,4.23526090601683e-5,896754,lg.1,0.896754
S01_2211215,S01_1314461,NA,896754,lg.1,0.896754
S01_598334,S01_1501284,0.21987650763969194,902950,lg.1,0.90295
S01_1501284,S01_598334,NA,902950,lg.1,0.90295
S01_55879240,S01_56782521,0.03702618808145908,903281,lg.1,0.903281
S01_56782521,S01_55879240,NA,903281,lg.1,0.903281
S01_55879240,S01_56782528,0.03702618808145908,903288,lg.1,0.903288
S01_56782528,S01_55879240,NA,903288,lg.1,0.903288
S01_55879240,S01_56782542,0.03702618808145908,903302,lg.1,0.903302
S01_56782542,S01_55879240,NA,903302,lg.1,0.903302
S01_50503626,S01_51408405,0.058088269236456616,904779,lg.1,0.904779
S01_51408405,S01_50503626,NA,904779,lg.1,0.904779
S01_49196880,S01_50103603,0.14973369264710806,906723,lg.1,0.906723
S01_50103603,S01_49196880,NA,906723,lg.1,0.906723
S01_49321466,S01_50230454,0.14111869538048388,908988,lg.1,0.908988
S01_50230454,S01_49321466,NA,908988,lg.1,0.908988
S01_55692513,S01_56603301,4.178085168489445e-4,910788,lg.1,0.910788
S01_56603301,S01_55692513,NA,910788,lg.1,0.910788
S01_55692513,S01_56603303,4.178085168489445e-4,910790,lg.1,0.91079
S01_56603303,S01_55692513,NA,910790,lg.1,0.91079
S01_38888921,S01_39801220,0.8038494051267727,912299,lg.1,0.912299
S01_39801220,S01_38888921,NA,912299,lg.1,0.912299
S01_51640106,S01_52557156,0.016828211844793245,917050,lg.1,0.91705
S01_52557156,S01_51640106,NA,917050,lg.1,0.91705
S01_43668662,S01_44586060,0.028300146530155286,917398,lg.1,0.917398
S01_44586060,S01_43668662,NA,917398,lg.1,0.917398
S01_393862,S01_1314461,0.18585055527728575,920599,lg.1,0.920599
S01_1314461,S01_393862,NA,920599,lg.1,0.920599
S01_49482320,S01_50403605,0.02167677346066338,921285,lg.1,0.921285
S01_50403605,S01_49482320,NA,921285,lg.1,0.921285
S01_49482272,S01_50403605,0.02167677346066338,921333,lg.1,0.921333
S01_50403605,S01_49482272,NA,921333,lg.1,0.921333
S01_49482320,S01_50406826,0.020762118088293646,924506,lg.1,0.924506
S01_50406826,S01_49482320,NA,924506,lg.1,0.924506
S01_49482272,S01_50406826,0.020762118088293646,924554,lg.1,0.924554
S01_50406826,S01_49482272,NA,924554,lg.1,0.924554
S01_51630871,S01_52557156,0.018760071175134563,926285,lg.1,0.926285
S01_52557156,S01_51630871,NA,926285,lg.1,0.926285
S01_51640106,S01_52567810,0.0015355879407810051,927704,lg.1,0.927704
S01_52567810,S01_51640106,NA,927704,lg.1,0.927704
S01_385095,S01_1314461,0.08073825879095643,929366,lg.1,0.929366
S01_1314461,S01_385095,NA,929366,lg.1,0.929366
S01_385049,S01_1314461,0.26589376705605244,929412,lg.1,0.929412
S01_1314461,S01_385049,NA,929412,lg.1,0.929412
S01_382258,S01_1314461,0.5628857654574415,932203,lg.1,0.932203
S01_1314461,S01_382258,NA,932203,lg.1,0.932203
S01_55879240,S01_56812275,0.0037546502917404226,933035,lg.1,0.933035
S01_56812275,S01_55879240,NA,933035,lg.1,0.933035
S01_55879240,S01_56812323,0.4278770005329992,933083,lg.1,0.933083
S01_56812323,S01_55879240,NA,933083,lg.1,0.933083
S01_55879240,S01_56812335,0.0042910166622017135,933095,lg.1,0.933095
S01_56812335,S01_55879240,NA,933095,lg.1,0.933095
S01_55879240,S01_56812735,0.10422731774364681,933495,lg.1,0.933495
S01_56812735,S01_55879240,NA,933495,lg.1,0.933495
S01_839570,S01_1775088,0.10604235917484721,935518,lg.1,0.935518
S01_1775088,S01_839570,NA,935518,lg.1,0.935518
S01_378527,S01_1314461,0.08058018133808106,935934,lg.1,0.935934
S01_1314461,S01_378527,NA,935934,lg.1,0.935934
S01_51630871,S01_52567810,0.014778642332853953,936939,lg.1,0.936939
S01_52567810,S01_51630871,NA,936939,lg.1,0.936939
S01_41895210,S01_42832684,0.10512647832841374,937474,lg.1,0.937474
S01_42832684,S01_41895210,NA,937474,lg.1,0.937474
S01_41895210,S01_42832725,0.10512647832841374,937515,lg.1,0.937515
S01_42832725,S01_41895210,NA,937515,lg.1,0.937515
S01_51619343,S01_52557156,0.021825203666731588,937813,lg.1,0.937813
S01_52557156,S01_51619343,NA,937813,lg.1,0.937813
S01_49321466,S01_50260522,0.1568297841065741,939056,lg.1,0.939056
S01_50260522,S01_49321466,NA,939056,lg.1,0.939056
S01_49482320,S01_50426012,0.010624453073051245,943692,lg.1,0.943692
S01_50426012,S01_49482320,NA,943692,lg.1,0.943692
S01_49482272,S01_50426012,0.010624453073051245,943740,lg.1,0.94374
S01_50426012,S01_49482272,NA,943740,lg.1,0.94374
S01_827682,S01_1775088,0.045249680118709106,947406,lg.1,0.947406
S01_1775088,S01_827682,NA,947406,lg.1,0.947406
S01_51619343,S01_52567810,0.002453523621905344,948467,lg.1,0.948467
S01_52567810,S01_51619343,NA,948467,lg.1,0.948467
S01_2211215,S01_3160446,0.026534113505021353,949231,lg.1,0.949231
S01_3160446,S01_2211215,NA,949231,lg.1,0.949231
S01_2207723,S01_3160446,0.03164505692231775,952723,lg.1,0.952723
S01_3160446,S01_2207723,NA,952723,lg.1,0.952723
S01_51600690,S01_52557156,0.024761453758474793,956466,lg.1,0.956466
S01_52557156,S01_51600690,NA,956466,lg.1,0.956466
S01_811792,S01_1775088,0.04926244246351398,963296,lg.1,0.963296
S01_1775088,S01_811792,NA,963296,lg.1,0.963296
S01_469982,S01_1433706,6.777922927299354e-6,963724,lg.1,0.963724
S01_1433706,S01_469982,NA,963724,lg.1,0.963724
S01_51685788,S01_52652130,0.003529230109738163,966342,lg.1,0.966342
S01_52652130,S01_51685788,NA,966342,lg.1,0.966342
S01_51600690,S01_52567810,0.038747153088253966,967120,lg.1,0.96712
S01_52567810,S01_51600690,NA,967120,lg.1,0.96712
S01_54719664,S01_55692513,0.17514578123581762,972849,lg.1,0.972849
S01_55692513,S01_54719664,NA,972849,lg.1,0.972849
S01_839570,S01_1814915,0.06157167632391478,975345,lg.1,0.975345
S01_1814915,S01_839570,NA,975345,lg.1,0.975345
S01_1314461,S01_2290277,0.3895229964083998,975816,lg.1,0.975816
S01_2290277,S01_1314461,NA,975816,lg.1,0.975816
S01_1314461,S01_2290523,0.5962760191018978,976062,lg.1,0.976062
S01_2290523,S01_1314461,NA,976062,lg.1,0.976062
S01_1314461,S01_2290535,0.40236054473891886,976074,lg.1,0.976074
S01_2290535,S01_1314461,NA,976074,lg.1,0.976074
S01_55692513,S01_56670080,0.007750902781863213,977567,lg.1,0.977567
S01_56670080,S01_55692513,NA,977567,lg.1,0.977567
S01_55692513,S01_56670116,0.007750902781863213,977603,lg.1,0.977603
S01_56670116,S01_55692513,NA,977603,lg.1,0.977603
S01_455187,S01_1433706,0.06157522460689073,978519,lg.1,0.978519
S01_1433706,S01_455187,NA,978519,lg.1,0.978519
S01_839570,S01_1818795,0.046400872013010915,979225,lg.1,0.979225
S01_1818795,S01_839570,NA,979225,lg.1,0.979225
S01_839570,S01_1818820,0.05377103500936402,979250,lg.1,0.97925
S01_1818820,S01_839570,NA,979250,lg.1,0.97925
S01_50426012,S01_51408405,0.050197360044791355,982393,lg.1,0.982393
S01_51408405,S01_50426012,NA,982393,lg.1,0.982393
S01_28345059,S01_29328994,0.014770391069959322,983935,lg.1,0.983935
S01_29328994,S01_28345059,NA,983935,lg.1,0.983935
S01_28345035,S01_29328994,0.014770391069959322,983959,lg.1,0.983959
S01_29328994,S01_28345035,NA,983959,lg.1,0.983959
S01_827682,S01_1814915,0.006644041318690587,987233,lg.1,0.987233
S01_1814915,S01_827682,NA,987233,lg.1,0.987233
S01_827682,S01_1818795,0.00943158585758596,991113,lg.1,0.991113
S01_1818795,S01_827682,NA,991113,lg.1,0.991113
S01_827682,S01_1818820,0.01667893637880974,991138,lg.1,0.991138
S01_1818820,S01_827682,NA,991138,lg.1,0.991138
S01_49407099,S01_50403605,0.12302463540048168,996506,lg.1,0.996506
S01_50403605,S01_49407099,NA,996506,lg.1,0.996506
S01_49407048,S01_50403605,0.12726737344306369,996557,lg.1,0.996557
S01_50403605,S01_49407048,NA,996557,lg.1,0.996557
S01_49405427,S01_50403605,0.12974230400381662,998178,lg.1,0.998178
S01_50403605,S01_49405427,NA,998178,lg.1,0.998178
S01_49407099,S01_50406826,0.07876531906085657,999727,lg.1,0.999727
S01_50406826,S01_49407099,NA,999727,lg.1,0.999727
S01_49407048,S01_50406826,0.0841375200331645,999778,lg.1,0.99977799999999994
S01_50406826,S01_49407048,NA,999778,lg.1,0.99977799999999994
S01_49405427,S01_50406826,0.0904566065223644,1001399,lg.1,1.001399
S01_50406826,S01_49405427,NA,1001399,lg.1,1.001399
S01_50406826,S01_51408405,0.027039039280945355,1001579,lg.1,1.001579
S01_51408405,S01_50406826,NA,1001579,lg.1,1.001579
S01_811792,S01_1814915,0.02870863671026454,1003123,lg.1,1.003123
S01_1814915,S01_811792,NA,1003123,lg.1,1.003123
S01_50403605,S01_51408405,0.05781399849129886,1004800,lg.1,1.0048
S01_51408405,S01_50403605,NA,1004800,lg.1,1.0048
S01_811792,S01_1818795,0.045386498404895434,1007003,lg.1,1.007003
S01_1818795,S01_811792,NA,1007003,lg.1,1.007003
S01_811792,S01_1818820,0.03283011428065551,1007028,lg.1,1.007028
S01_1818820,S01_811792,NA,1007028,lg.1,1.007028
S01_51640106,S01_52652130,0.027349947650391688,1012024,lg.1,1.012024
S01_52652130,S01_51640106,NA,1012024,lg.1,1.012024
S01_469982,S01_1482512,0.003976130774571171,1012530,lg.1,1.01253
S01_1482512,S01_469982,NA,1012530,lg.1,1.01253
S01_469982,S01_1482537,0.003976130774571171,1012555,lg.1,1.012555
S01_1482537,S01_469982,NA,1012555,lg.1,1.012555
S01_50503626,S01_51516538,0.008639391187825635,1012912,lg.1,1.012912
S01_51516538,S01_50503626,NA,1012912,lg.1,1.012912
S01_50503626,S01_51516560,0.026929731666258335,1012934,lg.1,1.012934
S01_51516560,S01_50503626,NA,1012934,lg.1,1.012934
S01_683307,S01_1701388,0.18549706750178024,1018081,lg.1,1.018081
S01_1701388,S01_683307,NA,1018081,lg.1,1.018081
S01_49407099,S01_50426012,0.06048213863697713,1018913,lg.1,1.018913
S01_50426012,S01_49407099,NA,1018913,lg.1,1.018913
S01_49407048,S01_50426012,0.06256893030801039,1018964,lg.1,1.018964
S01_50426012,S01_49407048,NA,1018964,lg.1,1.018964
S01_294507,S01_1314461,5.998552924066338e-4,1019954,lg.1,1.019954
S01_1314461,S01_294507,NA,1019954,lg.1,1.019954
S01_293924,S01_1314461,0.009056741208333352,1020537,lg.1,1.020537
S01_1314461,S01_293924,NA,1020537,lg.1,1.020537
S01_49405427,S01_50426012,0.06378622548520316,1020585,lg.1,1.020585
S01_50426012,S01_49405427,NA,1020585,lg.1,1.020585
S01_293684,S01_1314461,2.3609090152729154e-4,1020777,lg.1,1.020777
S01_1314461,S01_293684,NA,1020777,lg.1,1.020777
S01_51630871,S01_52652130,0.005517955066581694,1021259,lg.1,1.021259
S01_52652130,S01_51630871,NA,1021259,lg.1,1.021259
S01_49482320,S01_50503626,0.02167677346066338,1021306,lg.1,1.021306
S01_50503626,S01_49482320,NA,1021306,lg.1,1.021306
S01_49482272,S01_50503626,0.02167677346066338,1021354,lg.1,1.021354
S01_50503626,S01_49482272,NA,1021354,lg.1,1.021354
S01_38755673,S01_39782428,0.8024141908175557,1026755,lg.1,1.026755
S01_39782428,S01_38755673,NA,1026755,lg.1,1.026755
S01_455187,S01_1482512,0.10815252644451272,1027325,lg.1,1.027325
S01_1482512,S01_455187,NA,1027325,lg.1,1.027325
S01_455187,S01_1482537,0.10815252644451272,1027350,lg.1,1.02735
S01_1482537,S01_455187,NA,1027350,lg.1,1.02735
S01_28298906,S01_29328994,0.06466137694246048,1030088,lg.1,1.030088
S01_29328994,S01_28298906,NA,1030088,lg.1,1.030088
S01_469982,S01_1501284,0.10308534728569296,1031302,lg.1,1.031302
S01_1501284,S01_469982,NA,1031302,lg.1,1.031302
S01_669257,S01_1701388,0.1346867318429873,1032131,lg.1,1.032131
S01_1701388,S01_669257,NA,1032131,lg.1,1.032131
S01_51619343,S01_52652130,0.00767112746685028,1032787,lg.1,1.032787
S01_52652130,S01_51619343,NA,1032787,lg.1,1.032787
S01_49196880,S01_50230454,0.08512222160425346,1033574,lg.1,1.033574
S01_50230454,S01_49196880,NA,1033574,lg.1,1.033574
S01_393862,S01_1433706,0.06707986477629212,1039844,lg.1,1.039844
S01_1433706,S01_393862,NA,1039844,lg.1,1.039844
S01_51516560,S01_52557156,0.029668329754379524,1040596,lg.1,1.040596
S01_52557156,S01_51516560,NA,1040596,lg.1,1.040596
S01_51516538,S01_52557156,0.02233389554650751,1040618,lg.1,1.040618
S01_52557156,S01_51516538,NA,1040618,lg.1,1.040618
S01_38755673,S01_39801220,0.7469477720974488,1045547,lg.1,1.045547
S01_39801220,S01_38755673,NA,1045547,lg.1,1.045547
S01_455187,S01_1501284,0.013116683365650266,1046097,lg.1,1.046097
S01_1501284,S01_455187,NA,1046097,lg.1,1.046097
S01_385095,S01_1433706,2.239593040987861e-4,1048611,lg.1,1.048611
S01_1433706,S01_385095,NA,1048611,lg.1,1.048611
S01_385049,S01_1433706,0.07171221061570927,1048657,lg.1,1.048657
S01_1433706,S01_385049,NA,1048657,lg.1,1.048657
S01_651047,S01_1701388,0.3477626992743051,1050341,lg.1,1.050341
S01_1701388,S01_651047,NA,1050341,lg.1,1.050341
S01_51516560,S01_52567810,0.008478918232635071,1051250,lg.1,1.05125
S01_52567810,S01_51516560,NA,1051250,lg.1,1.05125
S01_51516538,S01_52567810,0.002144850005166799,1051272,lg.1,1.051272
S01_52567810,S01_51516538,NA,1051272,lg.1,1.051272
S01_51600690,S01_52652130,1.3232679059442376e-5,1051440,lg.1,1.05144
S01_52652130,S01_51600690,NA,1051440,lg.1,1.05144
S01_382258,S01_1433706,0.1862183586985089,1051448,lg.1,1.051448
S01_1433706,S01_382258,NA,1051448,lg.1,1.051448
S01_44338415,S01_45393119,0.09114168630434992,1054704,lg.1,1.054704
S01_45393119,S01_44338415,NA,1054704,lg.1,1.054704
S01_378527,S01_1433706,0.010029060564741546,1055179,lg.1,1.055179
S01_1433706,S01_378527,NA,1055179,lg.1,1.055179
S01_48805860,S01_49867005,0.041733989407386415,1061145,lg.1,1.061145
S01_49867005,S01_48805860,NA,1061145,lg.1,1.061145
S01_49196880,S01_50260522,0.1447823069687418,1063642,lg.1,1.063642
S01_50260522,S01_49196880,NA,1063642,lg.1,1.063642
S01_55692513,S01_56756596,0.009530011257931742,1064083,lg.1,1.064083
S01_56756596,S01_55692513,NA,1064083,lg.1,1.064083
S01_55692513,S01_56756639,0.0039326871260532085,1064126,lg.1,1.064126
S01_56756639,S01_55692513,NA,1064126,lg.1,1.064126
S01_49321466,S01_50403605,0.1575926501095221,1082139,lg.1,1.082139
S01_50403605,S01_49321466,NA,1082139,lg.1,1.082139
S01_49321466,S01_50406826,0.09477867559345585,1085360,lg.1,1.08536
S01_50406826,S01_49321466,NA,1085360,lg.1,1.08536
S01_393862,S01_1482512,0.06799166201980167,1088650,lg.1,1.08865
S01_1482512,S01_393862,NA,1088650,lg.1,1.08865
S01_393862,S01_1482537,0.06799166201980167,1088675,lg.1,1.088675
S01_1482537,S01_393862,NA,1088675,lg.1,1.088675
S01_55692513,S01_56782521,0.001533040225825355,1090008,lg.1,1.090008
S01_56782521,S01_55692513,NA,1090008,lg.1,1.090008
S01_55692513,S01_56782528,0.001533040225825355,1090015,lg.1,1.090015
S01_56782528,S01_55692513,NA,1090015,lg.1,1.090015
S01_55692513,S01_56782542,0.001533040225825355,1090029,lg.1,1.090029
S01_56782542,S01_55692513,NA,1090029,lg.1,1.090029
S01_50426012,S01_51516538,0.026821779623654667,1090526,lg.1,1.090526
S01_51516538,S01_50426012,NA,1090526,lg.1,1.090526
S01_50426012,S01_51516560,0.03560137437583877,1090548,lg.1,1.090548
S01_51516560,S01_50426012,NA,1090548,lg.1,1.090548
S01_683307,S01_1775088,0.3289303978800299,1091781,lg.1,1.091781
S01_1775088,S01_683307,NA,1091781,lg.1,1.091781
S01_49407099,S01_50503626,0.07773727342690755,1096527,lg.1,1.096527
S01_50503626,S01_49407099,NA,1096527,lg.1,1.096527
S01_49407048,S01_50503626,0.0828494977693624,1096578,lg.1,1.096578
S01_50503626,S01_49407048,NA,1096578,lg.1,1.096578
S01_50503626,S01_51600690,0.013143443218140696,1097064,lg.1,1.097064
S01_51600690,S01_50503626,NA,1097064,lg.1,1.097064
S01_385095,S01_1482512,0.018485163542833534,1097417,lg.1,1.097417
S01_1482512,S01_385095,NA,1097417,lg.1,1.097417
S01_385095,S01_1482537,0.018485163542833534,1097442,lg.1,1.097442
S01_1482537,S01_385095,NA,1097442,lg.1,1.097442
S01_385049,S01_1482512,0.06859656984975138,1097463,lg.1,1.097463
S01_1482512,S01_385049,NA,1097463,lg.1,1.097463
S01_385049,S01_1482537,0.06859656984975138,1097488,lg.1,1.097488
S01_1482537,S01_385049,NA,1097488,lg.1,1.097488
S01_49405427,S01_50503626,0.08956229264051056,1098199,lg.1,1.098199
S01_50503626,S01_49405427,NA,1098199,lg.1,1.098199
S01_38103738,S01_39202106,0.7036742874926996,1098368,lg.1,1.098368
S01_39202106,S01_38103738,NA,1098368,lg.1,1.098368
S01_382258,S01_1482512,0.1510119147379549,1100254,lg.1,1.100254
S01_1482512,S01_382258,NA,1100254,lg.1,1.100254
S01_382258,S01_1482537,0.1510119147379549,1100279,lg.1,1.100279
S01_1482537,S01_382258,NA,1100279,lg.1,1.100279
S01_598334,S01_1701388,0.19823175710110952,1103054,lg.1,1.103054
S01_1701388,S01_598334,NA,1103054,lg.1,1.103054
S01_378527,S01_1482512,0.0032256245278740993,1103985,lg.1,1.103985
S01_1482512,S01_378527,NA,1103985,lg.1,1.103985
S01_378527,S01_1482537,0.0032256245278740993,1104010,lg.1,1.10401
S01_1482537,S01_378527,NA,1104010,lg.1,1.10401
S01_49321466,S01_50426012,0.07748442578252836,1104546,lg.1,1.104546
S01_50426012,S01_49321466,NA,1104546,lg.1,1.104546
S01_669257,S01_1775088,0.21310535053410026,1105831,lg.1,1.105831
S01_1775088,S01_669257,NA,1105831,lg.1,1.105831
S01_393862,S01_1501284,0.19657284765270497,1107422,lg.1,1.107422
S01_1501284,S01_393862,NA,1107422,lg.1,1.107422
S01_50406826,S01_51516538,0.00248580150275477,1109712,lg.1,1.109712
S01_51516538,S01_50406826,NA,1109712,lg.1,1.109712
S01_50406826,S01_51516560,0.01576810574332313,1109734,lg.1,1.109734
S01_51516560,S01_50406826,NA,1109734,lg.1,1.109734
S01_55269660,S01_56381361,0.03310878327458515,1111701,lg.1,1.111701
S01_56381361,S01_55269660,NA,1111701,lg.1,1.111701
S01_50403605,S01_51516538,0.031149314169722917,1112933,lg.1,1.112933
S01_51516538,S01_50403605,NA,1112933,lg.1,1.112933
S01_50403605,S01_51516560,0.04003905347412324,1112955,lg.1,1.112955
S01_51516560,S01_50403605,NA,1112955,lg.1,1.112955
S01_48751448,S01_49867005,0.0032948093274529737,1115557,lg.1,1.115557
S01_49867005,S01_48751448,NA,1115557,lg.1,1.115557
S01_50503626,S01_51619343,0.011255330836131347,1115717,lg.1,1.115717
S01_51619343,S01_50503626,NA,1115717,lg.1,1.115717
S01_385095,S01_1501284,0.059984939427012336,1116189,lg.1,1.116189
S01_1501284,S01_385095,NA,1116189,lg.1,1.116189
S01_385049,S01_1501284,0.10219520501115742,1116235,lg.1,1.116235
S01_1501284,S01_385049,NA,1116235,lg.1,1.116235
S01_43219992,S01_44338415,0.4082936244098786,1118423,lg.1,1.118423
S01_44338415,S01_43219992,NA,1118423,lg.1,1.118423
S01_382258,S01_1501284,0.34945679749339487,1119026,lg.1,1.119026
S01_1501284,S01_382258,NA,1119026,lg.1,1.119026
S01_55692513,S01_56812275,0.004315047738150842,1119762,lg.1,1.119762
S01_56812275,S01_55692513,NA,1119762,lg.1,1.119762
S01_55692513,S01_56812323,0.006961887320173913,1119810,lg.1,1.11981
S01_56812323,S01_55692513,NA,1119810,lg.1,1.11981
S01_55692513,S01_56812335,0.004933089794986581,1119822,lg.1,1.119822
S01_56812335,S01_55692513,NA,1119822,lg.1,1.119822
S01_55692513,S01_56812735,0.017473211964382923,1120222,lg.1,1.120222
S01_56812735,S01_55692513,NA,1120222,lg.1,1.120222
S01_378527,S01_1501284,0.1522467876475439,1122757,lg.1,1.122757
S01_1501284,S01_378527,NA,1122757,lg.1,1.122757
S01_651047,S01_1775088,0.4056530052937297,1124041,lg.1,1.124041
S01_1775088,S01_651047,NA,1124041,lg.1,1.124041
S01_50503626,S01_51630871,0.01861044199027584,1127245,lg.1,1.127245
S01_51630871,S01_50503626,NA,1127245,lg.1,1.127245
S01_48738092,S01_49867005,0.0021748044958794623,1128913,lg.1,1.128913
S01_49867005,S01_48738092,NA,1128913,lg.1,1.128913
S01_48738089,S01_49867005,0.0021748044958794623,1128916,lg.1,1.128916
S01_49867005,S01_48738089,NA,1128916,lg.1,1.128916
S01_48738048,S01_49867005,0.0021748044958794623,1128957,lg.1,1.128957
S01_49867005,S01_48738048,NA,1128957,lg.1,1.128957
S01_55251501,S01_56381361,0.011868120678311002,1129860,lg.1,1.12986
S01_56381361,S01_55251501,NA,1129860,lg.1,1.12986
S01_683307,S01_1814915,0.308532368965545,1131608,lg.1,1.131608
S01_1814915,S01_683307,NA,1131608,lg.1,1.131608
S01_683307,S01_1818795,0.2502707280054189,1135488,lg.1,1.135488
S01_1818795,S01_683307,NA,1135488,lg.1,1.135488
S01_683307,S01_1818820,0.3014763812830962,1135513,lg.1,1.135513
S01_1818820,S01_683307,NA,1135513,lg.1,1.135513
S01_51516560,S01_52652130,0.005856055224551664,1135570,lg.1,1.13557
S01_52652130,S01_51516560,NA,1135570,lg.1,1.13557
S01_51516538,S01_52652130,0.007526004557152454,1135592,lg.1,1.135592
S01_52652130,S01_51516538,NA,1135592,lg.1,1.135592
S01_50503626,S01_51640106,0.01347380342791799,1136480,lg.1,1.13648
S01_51640106,S01_50503626,NA,1136480,lg.1,1.13648
S01_294507,S01_1433706,0.04419942724034148,1139199,lg.1,1.139199
S01_1433706,S01_294507,NA,1139199,lg.1,1.139199
S01_293924,S01_1433706,0.05317517932352076,1139782,lg.1,1.139782
S01_1433706,S01_293924,NA,1139782,lg.1,1.139782
S01_293684,S01_1433706,0.007663743320537428,1140022,lg.1,1.140022
S01_1433706,S01_293684,NA,1140022,lg.1,1.140022
S01_669257,S01_1814915,0.13969462753536593,1145658,lg.1,1.145658
S01_1814915,S01_669257,NA,1145658,lg.1,1.145658
S01_55234883,S01_56381361,0.0019995203987296034,1146478,lg.1,1.146478
S01_56381361,S01_55234883,NA,1146478,lg.1,1.146478
S01_50260522,S01_51408405,0.048725735498834744,1147883,lg.1,1.147883
S01_51408405,S01_50260522,NA,1147883,lg.1,1.147883
S01_51408405,S01_52557156,0.04186178627309244,1148751,lg.1,1.148751
S01_52557156,S01_51408405,NA,1148751,lg.1,1.148751
S01_669257,S01_1818795,0.08840265393896725,1149538,lg.1,1.149538
S01_1818795,S01_669257,NA,1149538,lg.1,1.149538
S01_669257,S01_1818820,0.0892147436245646,1149563,lg.1,1.149563
S01_1818820,S01_669257,NA,1149563,lg.1,1.149563
S01_55230498,S01_56381361,0.013571657343578658,1150863,lg.1,1.150863
S01_56381361,S01_55230498,NA,1150863,lg.1,1.150863
S01_55230421,S01_56381361,0.006013989386851434,1150940,lg.1,1.15094
