mrk_names,chrom,pos
JHI-Hv50k-2016-191513,3H,140.9463514232137
JHI-Hv50k-2016-191570,3H,140.9463514232137
JHI-Hv50k-2016-191253,3H,140.9463514232137
JHI-Hv50k-2016-188839,3H,143.41520282233063
JHI-Hv50k-2016-187824,3H,144.5135124171453
JHI-Hv50k-2016-187443,3H,144.5135124171453
JHI-Hv50k-2016-187516,3H,144.5135124171453
JHI-Hv50k-2016-187407,3H,145.55814222009457
JHI-Hv50k-2016-186499,3H,147.96846063175366
JHI-Hv50k-2016-186498,3H,147.96846063175366
JHI-Hv50k-2016-188175,3H,148.94767744980538
M_E_45,3H,148.94767744980538
M_E_47,3H,148.94767744980538
JHI-Hv50k-2016-186719,3H,148.94767744980538
M_E_46,3H,150.45867402341878
JHI-Hv50k-2016-185997,3H,153.4334832745755
JHI-Hv50k-2016-185491,3H,153.4334832745755
JHI-Hv50k-2016-185188,3H,157.01100436559236
JHI-Hv50k-2016-185123,3H,157.01100436559236
JHI-Hv50k-2016-185119,3H,157.01100436559236
JHI-Hv50k-2016-184728,3H,158.38121027796723
JHI-Hv50k-2016-184726,3H,158.38121027796723
JHI-Hv50k-2016-183791,3H,159.75141619034207
JHI-Hv50k-2016-183528,3H,161.83595641381834
JHI-Hv50k-2016-183445,3H,161.83595641381834
M_E_44,3H,162.5174814906034
M_E_43,3H,163.90183853269556
M_E_42,3H,163.90183853269556
JHI-Hv50k-2016-206378,3H,164.61045094324336
JHI-Hv50k-2016-183041,3H,164.61045094324336
JHI-Hv50k-2016-182940,3H,164.61045094324336
JHI-Hv50k-2016-182720,3H,164.61045094324336
JHI-Hv50k-2016-182582,3H,164.61045094324336
JHI-Hv50k-2016-182557,3H,164.61045094324336
JHI-Hv50k-2016-182436,3H,164.61045094324336
JHI-Hv50k-2016-182423,3H,164.61045094324336
JHI-Hv50k-2016-182094,3H,164.61045094324336
JHI-Hv50k-2016-182093,3H,164.61045094324336
JHI-Hv50k-2016-181543,3H,164.61045094324336
JHI-Hv50k-2016-181474,3H,164.61045094324336
JHI-Hv50k-2016-181132,3H,164.61045094324336
JHI-Hv50k-2016-225595,3H,167.4031991820479
JHI-Hv50k-2016-182700,3H,167.4031991820479
JHI-Hv50k-2016-166368,3H,170.98072027306475
M_E_41,3H,174.09481365999847
JHI-Hv50k-2016-164740,3H,176.0705687724683
JHI-Hv50k-2016-164334,3H,179.66980632321327
JHI-Hv50k-2016-287256,3H,181.83872301511434
JHI-Hv50k-2016-163623,3H,184.00763970701541
JHI-Hv50k-2016-163869,3H,184.00763970701541
JHI-Hv50k-2016-163867,3H,184.00763970701541
JHI-Hv50k-2016-163529,3H,184.00763970701541
JHI-Hv50k-2016-163496,3H,184.6864002257183
M_E_40,3H,188.26747749856875
M_E_39,3H,188.26747749856875
JHI-Hv50k-2016-163974,3H,191.89262330965724
JHI-Hv50k-2016-162954,3H,197.00747809453878
JHI-Hv50k-2016-162210,3H,199.86506951317887
JHI-Hv50k-2016-162197,3H,199.86506951317887
JHI-Hv50k-2016-161093,3H,211.60234791996206
JHI-Hv50k-2016-161081,3H,211.60234791996206
JHI-Hv50k-2016-161080,3H,211.60234791996206
JHI-Hv50k-2016-160352,3H,216.90618245549848
JHI-Hv50k-2016-160232,3H,216.90618245549848
JHI-Hv50k-2016-160331,3H,216.90618245549848
JHI-Hv50k-2016-160295,3H,216.90618245549848
JHI-Hv50k-2016-160298,3H,216.90618245549848
JHI-Hv50k-2016-160477,3H,216.90618245549848
JHI-Hv50k-2016-160435,3H,216.90618245549848
JHI-Hv50k-2016-160053,3H,218.23466905224447
JHI-Hv50k-2016-159996,3H,218.91038586194244
JHI-Hv50k-2016-160217,3H,220.85874841737447
JHI-Hv50k-2016-160227,3H,220.85874841737447
M_E_38,3H,225.89970457042264
JHI-Hv50k-2016-159556,3H,228.49371703190064
JHI-Hv50k-2016-159650,3H,229.16943384159862
JHI-Hv50k-2016-159468,3H,230.24780844661475
JHI-Hv50k-2016-159467,3H,230.24780844661475
JHI-Hv50k-2016-159312,3H,230.24780844661475
JHI-Hv50k-2016-159264,3H,230.24780844661475
JHI-Hv50k-2016-158003,3H,232.58074101083076
JHI-Hv50k-2016-157411,3H,232.58074101083076
JHI-Hv50k-2016-157160,3H,232.58074101083076
JHI-Hv50k-2016-156999,3H,234.102560733261
JHI-Hv50k-2016-156865,3H,235.48191047062468
JHI-Hv50k-2016-156580,3H,237.3604806283521
JHI-Hv50k-2016-156582,3H,237.3604806283521
JHI-Hv50k-2016-156387,3H,238.93897830918172
JHI-Hv50k-2016-155807,3H,243.43692474571407
JHI-Hv50k-2016-155805,3H,247.21736637034095
JHI-Hv50k-2016-155803,3H,247.21736637034095
JHI-Hv50k-2016-155785,3H,247.21736637034095
JHI-Hv50k-2016-155677,3H,248.9515425842483
JHI-Hv50k-2016-155570,3H,251.94597114636468
JHI-Hv50k-2016-155569,3H,251.94597114636468
JHI-Hv50k-2016-154862,3H,254.63998704436574
JHI-Hv50k-2016-154752,3H,254.63998704436574
JHI-Hv50k-2016-154122,3H,258.22540144688423
JHI-Hv50k-2016-397796,3H,258.22540144688423
M_E_37,3H,260.4952399444098
M_E_36,3H,262.169992275849
JHI-Hv50k-2016-154007,3H,266.3138857982044
JHI-Hv50k-2016-153327,3H,268.3984260216807
JHI-Hv50k-2016-153498,3H,269.76864357284643
JHI-Hv50k-2016-153527,3H,271.13886112401224
JHI-Hv50k-2016-152878,3H,272.5101545544488
JHI-Hv50k-2016-152840,3H,272.5101545544488
JHI-Hv50k-2016-152690,3H,274.96433775198346
JHI-Hv50k-2016-366538,3H,278.8518027490413
JHI-Hv50k-2016-152033,3H,280.8142009711057
JHI-Hv50k-2016-151897,3H,280.8142009711057
JHI-Hv50k-2016-149834,3H,281.73815578100965
JHI-Hv50k-2016-151331,3H,282.6130554799685
JHI-Hv50k-2016-151061,3H,282.6130554799685
JHI-Hv50k-2016-150851,3H,282.6130554799685
JHI-Hv50k-2016-150847,3H,282.6130554799685
JHI-Hv50k-2016-150750,3H,282.6130554799685
M_E_35,3H,285.36309384195255
JHI-Hv50k-2016-225426,3H,0
JHI-Hv50k-2016-225326,3H,0
JHI-Hv50k-2016-225192,3H,0
JHI-Hv50k-2016-223743,3H,7.43962959574896
JHI-Hv50k-2016-223930,3H,8.449098053575444
JHI-Hv50k-2016-223558,3H,8.449098053575444
JHI-Hv50k-2016-223079,3H,9.198845733555219
JHI-Hv50k-2016-222723,3H,11.205301364522365
JHI-Hv50k-2016-222146,3H,11.205301364522365
JHI-Hv50k-2016-222101,3H,11.205301364522365
JHI-Hv50k-2016-222988,3H,11.881018174220346
JHI-Hv50k-2016-222987,3H,11.881018174220346
JHI-Hv50k-2016-222985,3H,11.881018174220346
JHI-Hv50k-2016-222976,3H,11.881018174220346
JHI-Hv50k-2016-222380,3H,11.881018174220346
JHI-Hv50k-2016-222375,3H,11.881018174220346
JHI-Hv50k-2016-221993,3H,11.881018174220346
M_E_54,3H,13.270703316253739
M_E_142,3H,0
JHI-Hv50k-2016-290961,4H,0
JHI-Hv50k-2016-275198,4H,8.094549603817972
JHI-Hv50k-2016-273925,4H,9.491358865345823
JHI-Hv50k-2016-274480,4H,9.491358865345823
JHI-Hv50k-2016-273848,4H,9.491358865345823
JHI-Hv50k-2016-275077,4H,9.491358865345823
JHI-Hv50k-2016-273669,4H,9.491358865345823
JHI-Hv50k-2016-273885,4H,10.189252375808826
JHI-Hv50k-2016-273849,4H,10.189252375808826
JHI-Hv50k-2016-273846,4H,10.189252375808826
JHI-Hv50k-2016-273825,4H,10.189252375808826
JHI-Hv50k-2016-276923,4H,14.548087054428269
JHI-Hv50k-2016-282916,4H,19.10549040274816
JHI-Hv50k-2016-273394,4H,21.168318476232265
JHI-Hv50k-2016-273355,4H,21.168318476232265
JHI-Hv50k-2016-273132,4H,21.168318476232265
JHI-Hv50k-2016-273088,4H,21.168318476232265
JHI-Hv50k-2016-272337,4H,24.237126554420147
JHI-Hv50k-2016-272315,4H,24.237126554420147
JHI-Hv50k-2016-272306,4H,24.237126554420147
JHI-Hv50k-2016-64712,4H,28.300261943377173
JHI-Hv50k-2016-271271,4H,28.300261943377173
JHI-Hv50k-2016-271125,4H,28.300261943377173
JHI-Hv50k-2016-271015,4H,28.300261943377173
JHI-Hv50k-2016-270803,4H,28.977032262742757
JHI-Hv50k-2016-270730,4H,28.977032262742757
JHI-Hv50k-2016-270585,4H,28.977032262742757
JHI-Hv50k-2016-245220,4H,0
JHI-Hv50k-2016-382077,4H,0
JHI-Hv50k-2016-245070,4H,1.8714878846145497
JHI-Hv50k-2016-244979,4H,1.8714878846145497
JHI-Hv50k-2016-244517,4H,1.8714878846145497
JHI-Hv50k-2016-245279,4H,1.8714878846145497
JHI-Hv50k-2016-244516,4H,1.8714878846145497
JHI-Hv50k-2016-241967,4H,3.403665772443138
JHI-Hv50k-2016-241134,4H,3.403665772443138
JHI-Hv50k-2016-240736,4H,3.403665772443138
M_E_59,4H,7.762500451062581
JHI-Hv50k-2016-232659,4H,22.86040162186265
JHI-Hv50k-2016-232627,4H,24.944941845338928
JHI-Hv50k-2016-232625,4H,24.944941845338928
JHI-Hv50k-2016-232227,4H,29.134304020470175
M_E_57,4H,30.689884874957652
M_E_58,4H,30.689884874957652
JHI-Hv50k-2016-232109,4H,32.47664339000421
JHI-Hv50k-2016-232106,4H,32.47664339000421
JHI-Hv50k-2016-232100,4H,32.47664339000421
JHI-Hv50k-2016-231992,4H,32.47664339000421
JHI-Hv50k-2016-231991,4H,32.47664339000421
JHI-Hv50k-2016-231960,4H,32.47664339000421
JHI-Hv50k-2016-231956,4H,32.47664339000421
JHI-Hv50k-2016-231926,4H,32.47664339000421
JHI-Hv50k-2016-231843,4H,33.97559625882653
JHI-Hv50k-2016-231761,4H,33.97559625882653
JHI-Hv50k-2016-231654,4H,37.55311734984336
JHI-Hv50k-2016-231652,4H,37.55311734984336
JHI-Hv50k-2016-231560,4H,39.59004415890383
JHI-Hv50k-2016-231558,4H,39.59004415890383
JHI-Hv50k-2016-231550,4H,39.59004415890383
JHI-Hv50k-2016-231316,4H,43.83025816932002
JHI-Hv50k-2016-229564,4H,59.055694917511815
M_E_56,4H,64.50771790146327
JHI-Hv50k-2016-229426,4H,68.27101807038986
JHI-Hv50k-2016-228937,4H,69.95285829165535
JHI-Hv50k-2016-228676,4H,71.99774645925946
JHI-Hv50k-2016-228669,4H,71.99774645925946
JHI-Hv50k-2016-228680,4H,71.99774645925946
JHI-Hv50k-2016-228570,4H,74.1039510811492
JHI-Hv50k-2016-228563,4H,75.1091854174294
JHI-Hv50k-2016-228568,4H,75.1091854174294
JHI-Hv50k-2016-228301,4H,85.25873791994441
JHI-Hv50k-2016-228296,4H,85.25873791994441
JHI-Hv50k-2016-227713,4H,88.5910531788343
JHI-Hv50k-2016-227729,4H,89.26676998853229
JHI-Hv50k-2016-227802,4H,90.63929871589058
JHI-Hv50k-2016-227912,4H,92.01277623402534
JHI-Hv50k-2016-228055,4H,94.28480222562423
JHI-Hv50k-2016-227709,4H,96.23810991408405
JHI-Hv50k-2016-227194,4H,98.30603136221639
JHI-Hv50k-2016-227400,4H,99.00469606341102
JHI-Hv50k-2016-227212,4H,99.00469606341102
JHI-Hv50k-2016-226641,4H,99.99415168518239
JHI-Hv50k-2016-226631,4H,99.99415168518239
JHI-Hv50k-2016-394279,4H,101.0131876151293
JHI-Hv50k-2016-226115,4H,102.74533028310938
JHI-Hv50k-2016-225731,4H,102.74533028310938
JHI-Hv50k-2016-226481,4H,103.62005637740853
JHI-Hv50k-2016-226470,4H,103.62005637740853
JHI-Hv50k-2016-225938,4H,103.62005637740853
M_E_55,4H,107.19757746842537
JHI-Hv50k-2016-266659,4H,0
JHI-Hv50k-2016-265464,4H,2.5892907280731263
JHI-Hv50k-2016-265719,4H,2.5892907280731263
JHI-Hv50k-2016-265718,4H,2.5892907280731263
JHI-Hv50k-2016-265729,4H,2.5892907280731263
JHI-Hv50k-2016-263069,4H,7.598104797985878
JHI-Hv50k-2016-263068,4H,7.598104797985878
JHI-Hv50k-2016-263067,4H,7.598104797985878
JHI-Hv50k-2016-263064,4H,7.598104797985878
JHI-Hv50k-2016-261365,4H,16.48214733776122
JHI-Hv50k-2016-261643,4H,17.193185907714863
M_E_137,4H,0
JHI-Hv50k-2016-310194,5H,0
JHI-Hv50k-2016-309385,5H,5.775858127006661
JHI-Hv50k-2016-309064,5H,7.565419458703905
JHI-Hv50k-2016-309038,5H,7.565419458703905
JHI-Hv50k-2016-309383,5H,7.565419458703905
JHI-Hv50k-2016-309051,5H,7.565419458703905
JHI-Hv50k-2016-309053,5H,7.565419458703905
JHI-Hv50k-2016-309221,5H,7.565419458703905
JHI-Hv50k-2016-309381,5H,7.565419458703905
JHI-Hv50k-2016-309515,5H,7.565419458703905
JHI-Hv50k-2016-308543,5H,16.18042196321921
JHI-Hv50k-2016-308358,5H,18.847330758579233
JHI-Hv50k-2016-308206,5H,18.847330758579233
M_E_62,5H,29.161729541216214
M_E_61,5H,33.97194186517156
JHI-Hv50k-2016-305951,5H,37.35541872556832
JHI-Hv50k-2016-307196,5H,38.770841721061764
JHI-Hv50k-2016-307195,5H,38.770841721061764
JHI-Hv50k-2016-307191,5H,38.770841721061764
JHI-Hv50k-2016-307189,5H,38.770841721061764
JHI-Hv50k-2016-307188,5H,38.770841721061764
JHI-Hv50k-2016-307187,5H,38.770841721061764
JHI-Hv50k-2016-307026,5H,38.770841721061764
JHI-Hv50k-2016-307003,5H,38.770841721061764
JHI-Hv50k-2016-306822,5H,38.770841721061764
JHI-Hv50k-2016-305840,5H,38.770841721061764
JHI-Hv50k-2016-301070,5H,40.97602518444854
JHI-Hv50k-2016-300995,5H,40.97602518444854
JHI-Hv50k-2016-300984,5H,40.97602518444854
JHI-Hv50k-2016-300777,5H,40.97602518444854
JHI-Hv50k-2016-300677,5H,40.97602518444854
JHI-Hv50k-2016-302314,5H,42.35989509315562
JHI-Hv50k-2016-301337,5H,42.35989509315562
JHI-Hv50k-2016-300210,5H,42.35989509315562
JHI-Hv50k-2016-304137,5H,42.35989509315562
JHI-Hv50k-2016-304107,5H,43.61638457691996
JHI-Hv50k-2016-300817,5H,45.70092480039624
JHI-Hv50k-2016-296453,5H,47.78546502387252
JHI-Hv50k-2016-295854,5H,47.78546502387252
JHI-Hv50k-2016-297745,5H,47.78546502387252
JHI-Hv50k-2016-297380,5H,47.78546502387252
JHI-Hv50k-2016-295543,5H,47.78546502387252
JHI-Hv50k-2016-294104,5H,49.53664291474291
JHI-Hv50k-2016-292492,5H,49.53664291474291
JHI-Hv50k-2016-294279,5H,49.53664291474291
JHI-Hv50k-2016-294207,5H,49.53664291474291
JHI-Hv50k-2016-293618,5H,49.53664291474291
JHI-Hv50k-2016-294381,5H,50.572167707794584
JHI-Hv50k-2016-294253,5H,50.572167707794584
JHI-Hv50k-2016-293903,5H,50.572167707794584
JHI-Hv50k-2016-293695,5H,50.572167707794584
JHI-Hv50k-2016-293437,5H,50.572167707794584
JHI-Hv50k-2016-293185,5H,50.572167707794584
JHI-Hv50k-2016-293154,5H,50.572167707794584
JHI-Hv50k-2016-292911,5H,50.572167707794584
JHI-Hv50k-2016-292829,5H,50.572167707794584
JHI-Hv50k-2016-292222,5H,50.572167707794584
JHI-Hv50k-2016-292140,5H,50.572167707794584
JHI-Hv50k-2016-291885,5H,50.572167707794584
JHI-Hv50k-2016-294724,5H,52.00929822242966
JHI-Hv50k-2016-298254,5H,52.70389185089347
JHI-Hv50k-2016-298226,5H,52.70389185089347
JHI-Hv50k-2016-298127,5H,52.70389185089347
JHI-Hv50k-2016-297963,5H,52.70389185089347
JHI-Hv50k-2016-297674,5H,52.70389185089347
JHI-Hv50k-2016-297598,5H,52.70389185089347
JHI-Hv50k-2016-297426,5H,52.70389185089347
JHI-Hv50k-2016-297337,5H,52.70389185089347
JHI-Hv50k-2016-296475,5H,52.70389185089347
JHI-Hv50k-2016-296393,5H,52.70389185089347
JHI-Hv50k-2016-295985,5H,52.70389185089347
JHI-Hv50k-2016-295731,5H,52.70389185089347
JHI-Hv50k-2016-295681,5H,52.70389185089347
JHI-Hv50k-2016-295343,5H,52.70389185089347
JHI-Hv50k-2016-295021,5H,52.70389185089347
JHI-Hv50k-2016-295010,5H,52.70389185089347
JHI-Hv50k-2016-294971,5H,52.70389185089347
JHI-Hv50k-2016-294872,5H,52.70389185089347
JHI-Hv50k-2016-294865,5H,52.70389185089347
JHI-Hv50k-2016-294568,5H,52.70389185089347
JHI-Hv50k-2016-426426,5H,52.70389185089347
JHI-Hv50k-2016-298662,5H,53.37960866059146
JHI-Hv50k-2016-298660,5H,53.37960866059146
JHI-Hv50k-2016-29422,5H,54.74981457296633
JHI-Hv50k-2016-295020,5H,54.74981457296633
JHI-Hv50k-2016-312273,5H,0
JHI-Hv50k-2016-313788,5H,8.64514316387146
JHI-Hv50k-2016-313869,5H,9.958972193312057
JHI-Hv50k-2016-314398,5H,13.252651355965238
JHI-Hv50k-2016-314066,5H,15.263007170503995
JHI-Hv50k-2016-314045,5H,17.14295375075215
JHI-Hv50k-2016-314664,5H,19.576092051913605
JHI-Hv50k-2016-314653,5H,19.576092051913605
JHI-Hv50k-2016-315311,5H,21.74043190652402
JHI-Hv50k-2016-315261,5H,21.74043190652402
JHI-Hv50k-2016-316792,5H,30.524277132690464
JHI-Hv50k-2016-316787,5H,30.524277132690464
JHI-Hv50k-2016-316785,5H,30.524277132690464
JHI-Hv50k-2016-316782,5H,30.524277132690464
JHI-Hv50k-2016-317176,5H,38.18242066542079
JHI-Hv50k-2016-317201,5H,38.18242066542079
JHI-Hv50k-2016-317440,5H,40.38155834760997
JHI-Hv50k-2016-317495,5H,41.08692716918546
JHI-Hv50k-2016-317355,5H,41.7627649890567
JHI-Hv50k-2016-317717,5H,43.94232896215343
M_E_65,5H,46.679055378838
M_E_64,5H,48.77544077205215
JHI-Hv50k-2016-319917,5H,52.79483585198767
JHI-Hv50k-2016-319914,5H,52.79483585198767
JHI-Hv50k-2016-319760,5H,54.196548009951506
JHI-Hv50k-2016-319731,5H,54.196548009951506
JHI-Hv50k-2016-319361,5H,54.196548009951506
JHI-Hv50k-2016-319359,5H,54.196548009951506
M_E_67,5H,56.656925316209524
M_E_66,5H,56.656925316209524
M_E_68,5H,59.7555672870542
M_E_69,5H,61.698395404996504
M_E_70,5H,63.29422076950111
M_E_72,5H,65.43765543888952
M_E_71,5H,65.43765543888952
JHI-Hv50k-2016-321134,5H,68.72435259072131
JHI-Hv50k-2016-322287,5H,71.54599135647246
JHI-Hv50k-2016-322677,5H,73.6319730945159
JHI-Hv50k-2016-194354,5H,74.30768990421389
JHI-Hv50k-2016-325373,5H,82.06156311180987
JHI-Hv50k-2016-327859,5H,90.75118229372403
JHI-Hv50k-2016-327706,5H,90.75118229372403
M_E_73,5H,96.85043668110266
JHI-Hv50k-2016-329268,5H,100.79757201963751
JHI-Hv50k-2016-331662,5H,103.61953643540721
JHI-Hv50k-2016-331300,5H,103.61953643540721
JHI-Hv50k-2016-331809,5H,104.2952532451052
JHI-Hv50k-2016-332058,5H,104.97097005480317
M_E_74,5H,108.57106565659082
M_E_75,5H,109.98080958353584
M_E_80,5H,113.59441132753535
M_E_78,5H,116.37997072205505
M_E_79,5H,117.63405633086516
M_E_77,5H,117.63405633086516
M_E_76,5H,119.77176593795065
JHI-Hv50k-2016-332956,5H,122.83741861486646
JHI-Hv50k-2016-332891,5H,122.83741861486646
JHI-Hv50k-2016-332530,5H,122.83741861486646
JHI-Hv50k-2016-333761,5H,122.83741861486646
JHI-Hv50k-2016-333643,5H,122.83741861486646
JHI-Hv50k-2016-333626,5H,122.83741861486646
JHI-Hv50k-2016-333582,5H,122.83741861486646
JHI-Hv50k-2016-333580,5H,122.83741861486646
JHI-Hv50k-2016-332986,5H,122.83741861486646
JHI-Hv50k-2016-336517,5H,123.61507211949954
JHI-Hv50k-2016-336398,5H,123.61507211949954
JHI-Hv50k-2016-335949,5H,123.61507211949954
JHI-Hv50k-2016-335543,5H,123.61507211949954
JHI-Hv50k-2016-335374,5H,123.61507211949954
JHI-Hv50k-2016-335947,5H,123.61507211949954
JHI-Hv50k-2016-335887,5H,123.61507211949954
JHI-Hv50k-2016-335885,5H,123.61507211949954
JHI-Hv50k-2016-335880,5H,123.61507211949954
JHI-Hv50k-2016-335869,5H,123.61507211949954
JHI-Hv50k-2016-335934,5H,123.61507211949954
JHI-Hv50k-2016-335931,5H,123.61507211949954
JHI-Hv50k-2016-335882,5H,123.61507211949954
JHI-Hv50k-2016-335824,5H,123.61507211949954
JHI-Hv50k-2016-334221,5H,123.61507211949954
JHI-Hv50k-2016-334219,5H,123.61507211949954
JHI-Hv50k-2016-334056,5H,123.61507211949954
JHI-Hv50k-2016-335942,5H,123.61507211949954
JHI-Hv50k-2016-335886,5H,123.61507211949954
JHI-Hv50k-2016-336681,5H,126.12477641138005
JHI-Hv50k-2016-336665,5H,126.12477641138005
JHI-Hv50k-2016-336833,5H,128.5472130506909
JHI-Hv50k-2016-336801,5H,128.5472130506909
JHI-Hv50k-2016-336771,5H,128.5472130506909
JHI-Hv50k-2016-336770,5H,128.5472130506909
JHI-Hv50k-2016-336748,5H,128.5472130506909
M_E_81,5H,132.21564865169867
M_E_83,5H,139.19588017315857
M_E_84,5H,141.95663203466793
M_E_82,5H,145.88671680946536
JHI-Hv50k-2016-337849,5H,150.56353778194145
JHI-Hv50k-2016-337832,5H,150.56353778194145
JHI-Hv50k-2016-337389,5H,152.7867075774438
JHI-Hv50k-2016-337660,5H,154.0994088319624
JHI-Hv50k-2016-337616,5H,154.0994088319624
JHI-Hv50k-2016-338081,5H,155.61191605623566
JHI-Hv50k-2016-338080,5H,155.61191605623566
JHI-Hv50k-2016-337992,5H,155.61191605623566
JHI-Hv50k-2016-338704,5H,157.66305180397202
JHI-Hv50k-2016-338621,5H,157.66305180397202
JHI-Hv50k-2016-338603,5H,157.66305180397202
JHI-Hv50k-2016-338495,5H,157.66305180397202
JHI-Hv50k-2016-338851,5H,159.03325771634687
JHI-Hv50k-2016-338418,5H,159.03325771634687
JHI-Hv50k-2016-340037,5H,159.97165702849503
JHI-Hv50k-2016-339056,5H,161.52638605058203
JHI-Hv50k-2016-338916,5H,161.52638605058203
JHI-Hv50k-2016-340365,5H,163.50816889016343
JHI-Hv50k-2016-340437,5H,163.50816889016343
JHI-Hv50k-2016-340433,5H,163.50816889016343
JHI-Hv50k-2016-341994,5H,164.32605646900407
JHI-Hv50k-2016-341946,5H,164.32605646900407
JHI-Hv50k-2016-341937,5H,164.32605646900407
JHI-Hv50k-2016-341936,5H,164.32605646900407
JHI-Hv50k-2016-341934,5H,164.32605646900407
JHI-Hv50k-2016-341929,5H,164.32605646900407
JHI-Hv50k-2016-342820,5H,164.32605646900407
JHI-Hv50k-2016-342445,5H,164.32605646900407
JHI-Hv50k-2016-341523,5H,165.8556813537744
JHI-Hv50k-2016-341002,5H,165.8556813537744
JHI-Hv50k-2016-343714,5H,167.81231005105394
JHI-Hv50k-2016-343697,5H,167.81231005105394
JHI-Hv50k-2016-343805,5H,169.05247023692957
JHI-Hv50k-2016-343804,5H,169.05247023692957
JHI-Hv50k-2016-343718,5H,169.05247023692957
JHI-Hv50k-2016-343698,5H,169.05247023692957
JHI-Hv50k-2016-343645,5H,169.05247023692957
JHI-Hv50k-2016-343074,5H,169.05247023692957
JHI-Hv50k-2016-342239,5H,169.05247023692957
JHI-Hv50k-2016-342199,5H,169.05247023692957
JHI-Hv50k-2016-342192,5H,169.05247023692957
JHI-Hv50k-2016-342191,5H,169.05247023692957
JHI-Hv50k-2016-342189,5H,169.05247023692957
JHI-Hv50k-2016-342184,5H,169.05247023692957
JHI-Hv50k-2016-342174,5H,169.05247023692957
JHI-Hv50k-2016-343992,5H,170.62995884801884
JHI-Hv50k-2016-343989,5H,170.62995884801884
JHI-Hv50k-2016-344416,5H,172.22270312127966
JHI-Hv50k-2016-344270,5H,172.22270312127966
JHI-Hv50k-2016-344252,5H,172.22270312127966
JHI-Hv50k-2016-344250,5H,172.22270312127966
JHI-Hv50k-2016-344283,5H,174.4943269795242
JHI-Hv50k-2016-344492,5H,178.1888864090838
M_E_85,5H,181.4288379674957
M_E_86,5H,184.0643732714055
JHI-Hv50k-2016-345023,5H,188.01349360592255
JHI-Hv50k-2016-345007,5H,188.01349360592255
JHI-Hv50k-2016-344783,5H,188.01349360592255
JHI-Hv50k-2016-345308,5H,189.4413793070148
JHI-Hv50k-2016-345222,5H,190.12710995786455
M_E_87,5H,191.4973158702394
JHI-Hv50k-2016-148295,5H,192.86752178261426
JHI-Hv50k-2016-346493,5H,192.86752178261426
JHI-Hv50k-2016-346264,5H,192.86752178261426
JHI-Hv50k-2016-346190,5H,192.86752178261426
JHI-Hv50k-2016-346089,5H,194.99828787545286
JHI-Hv50k-2016-501430,5H,197.77032152840803
JHI-Hv50k-2016-346572,5H,198.53380738290417
JHI-Hv50k-2016-347304,5H,201.03627780741797
JHI-Hv50k-2016-347288,5H,201.03627780741797
JHI-Hv50k-2016-347269,5H,201.03627780741797
JHI-Hv50k-2016-348060,5H,203.53874823193178
JHI-Hv50k-2016-348014,5H,203.53874823193178
M_E_88,5H,206.55741903935274
JHI-Hv50k-2016-348257,5H,210.28280000773395
JHI-Hv50k-2016-348262,5H,211.3392873894925
JHI-Hv50k-2016-349816,5H,213.93552728150598
JHI-Hv50k-2016-349709,5H,213.93552728150598
JHI-Hv50k-2016-349695,5H,213.93552728150598
JHI-Hv50k-2016-349887,5H,216.07258589140395
JHI-Hv50k-2016-349922,5H,216.74830270110192
JHI-Hv50k-2016-349878,5H,217.4240195107999
JHI-Hv50k-2016-349626,5H,218.09973632049787
JHI-Hv50k-2016-349606,5H,218.09973632049787
M_E_139,5H,220.9196236741315
M_E_89,5H,226.28932851988205
M_E_90,5H,227.60051551584132
JHI-Hv50k-2016-370179,5H,231.5754918527312
JHI-Hv50k-2016-352383,5H,232.36812122770715
JHI-Hv50k-2016-352388,5H,233.45267719046134
JHI-Hv50k-2016-351253,5H,234.450976262166
JHI-Hv50k-2016-418542,5H,235.83541678314407
JHI-Hv50k-2016-351024,5H,236.51113359284204
JHI-Hv50k-2016-351257,5H,237.18685040254002
JHI-Hv50k-2016-351251,5H,237.18685040254002
JHI-Hv50k-2016-351256,5H,237.18685040254002
JHI-Hv50k-2016-352657,5H,238.5570563149149
JHI-Hv50k-2016-353080,5H,239.51772947886076
JHI-Hv50k-2016-353447,5H,240.59829995898465
JHI-Hv50k-2016-354346,5H,241.96850587135953
JHI-Hv50k-2016-354871,5H,241.96850587135953
JHI-Hv50k-2016-354324,5H,241.96850587135953
JHI-Hv50k-2016-355145,5H,244.0530460948358
JHI-Hv50k-2016-355863,5H,245.3593573439896
JHI-Hv50k-2016-356258,5H,245.3593573439896
JHI-Hv50k-2016-357013,5H,245.3593573439896
JHI-Hv50k-2016-356505,5H,245.3593573439896
JHI-Hv50k-2016-356272,5H,245.3593573439896
M_E_91,5H,245.3593573439896
M_E_92,5H,249.2555247017197
M_E_93,5H,250.7505742344635
JHI-Hv50k-2016-357209,5H,253.69962986297767
JHI-Hv50k-2016-356913,5H,253.69962986297767
JHI-Hv50k-2016-357757,5H,255.8643642225462
JHI-Hv50k-2016-357721,5H,255.8643642225462
JHI-Hv50k-2016-359473,5H,262.0232016363253
JHI-Hv50k-2016-359470,5H,262.0232016363253
JHI-Hv50k-2016-359873,5H,263.3087423477473
JHI-Hv50k-2016-359874,5H,263.3087423477473
JHI-Hv50k-2016-359870,5H,263.3087423477473
JHI-Hv50k-2016-362394,5H,267.70875053721346
JHI-Hv50k-2016-362392,5H,267.70875053721346
