,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND14,IND15,IND16,IND17,IND18,IND19,IND20,IND21,IND22,IND23,IND24,IND25,IND26,IND27,IND28,IND29,IND30,IND31,IND32,IND33,IND34,IND35,IND36,IND37,IND38,IND39,IND40,IND41,IND42,IND43,IND44,IND45,IND46,IND47,IND48,IND49,IND50,IND51,IND52,IND53,IND54,IND55,IND56,IND57,IND58,IND59,IND60,IND61,IND62,IND63,IND64,IND65,IND66,IND67,IND68,IND69,IND70,IND71,IND72,IND73,IND74,IND75,IND76,IND77,IND78,IND79,IND80,IND81,IND82,IND83,IND84,IND85,IND86,IND87
JHI_Hv50k_2016_74781,A,A,-,A,A,B,A,A,A,A,A,-,A,A,B,B,-,B,A,B,A,B,A,A,-,B,A,A,B,A,A,A,-,B,A,-,B,-,A,A,A,A,-,-,-,A,A,A,A,A,A,A,A,B,B,A,B,B,A,A,-,A,A,B,A,A,B,A,-,A,A,-,B,B,A,-,A,A,A,A,A,A,A,A,A,-,-
JHI_Hv50k_2016_74875,A,A,-,A,A,B,A,A,A,A,A,-,A,A,B,B,B,B,A,B,A,B,A,A,-,B,A,A,B,A,A,A,-,B,A,B,B,-,A,A,A,A,B,A,-,A,-,B,A,A,A,-,A,B,B,A,B,B,A,A,A,A,A,B,B,A,B,A,-,A,A,-,B,B,A,-,A,A,A,A,A,A,A,A,A,A,B
JHI_Hv50k_2016_75477,A,A,-,A,A,B,B,A,A,A,A,-,A,A,A,B,B,B,A,A,A,B,A,A,-,B,A,A,B,A,A,A,-,B,A,B,B,-,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,B,A,B,B,A,-,B,B,A,-,A,A,A,B,A,A,A,A,A,A,A
JHI_Hv50k_2016_75478,A,B,-,A,A,B,B,A,A,B,A,-,A,A,B,B,B,B,B,A,A,B,A,A,-,B,A,B,B,A,B,B,-,B,A,B,B,-,A,A,A,A,B,B,B,B,A,B,A,B,A,B,A,B,B,B,B,B,B,B,B,A,B,B,A,B,B,B,B,B,B,-,B,B,B,-,A,A,A,B,A,B,A,A,A,A,A
JHI_Hv50k_2016_75490,A,B,-,A,A,B,B,A,B,B,B,-,A,A,B,A,B,A,B,A,B,B,A,B,-,B,B,A,A,B,A,A,-,B,B,-,A,-,A,A,B,A,A,B,-,A,A,B,A,B,A,-,B,B,A,A,A,B,B,A,B,B,B,A,A,A,B,A,A,B,A,-,B,B,A,-,A,B,B,B,B,A,B,B,B,B,A
JHI_Hv50k_2016_77334,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,A,A,B,A,A,A,-,B,B,-,B,-,A,A,A,A,B,-,-,A,-,B,A,A,A,-,-,B,B,A,B,B,A,A,-,A,A,B,B,A,B,A,-,B,A,-,B,B,A,-,A,A,A,B,A,A,B,A,B,-,A
JHI_Hv50k_2016_77388,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,A,A,B,A,A,A,-,B,B,B,B,-,A,A,A,A,B,A,-,A,-,B,A,A,A,-,-,B,B,A,B,B,A,A,B,A,A,B,B,A,B,A,B,B,A,-,B,B,A,-,A,A,A,B,A,A,B,A,B,A,B
JHI_Hv50k_2016_77491,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,B,B,-,A,A,A,A,B,A,-,A,A,B,A,A,A,A,-,B,B,A,B,B,A,A,B,B,A,B,B,A,B,A,B,B,A,-,B,B,A,-,A,A,A,B,B,A,B,A,B,A,B
JHI_Hv50k_2016_77522,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,-,-,B,-,A,A,A,A,-,-,B,A,-,B,A,A,A,-,-,B,B,A,B,B,A,A,-,B,A,B,B,A,B,-,-,B,A,-,B,B,A,-,A,A,A,B,B,A,B,A,B,A,-
JHI_Hv50k_2016_77560,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,-,B,-,A,A,A,A,B,A,-,A,-,B,A,A,A,-,A,B,B,A,B,B,A,A,B,A,A,B,B,A,B,-,B,B,A,-,B,B,A,-,A,A,A,B,B,A,B,A,B,A,B
JHI_Hv50k_2016_77576,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,-,B,-,A,A,A,A,B,A,-,A,A,B,B,A,A,-,A,B,B,A,B,B,A,A,B,A,A,B,B,A,B,A,B,B,A,-,B,B,A,-,A,A,A,B,B,A,B,A,B,A,-
JHI_Hv50k_2016_77586,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,B,B,-,A,A,A,A,B,A,B,A,A,B,B,A,A,A,A,B,B,A,B,B,A,A,B,A,A,B,B,A,B,A,B,B,A,-,B,B,A,-,A,A,A,B,B,A,B,A,B,A,B
JHI_Hv50k_2016_77590,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,B,B,-,A,A,A,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,A,A,B,A,A,B,B,A,B,-,B,B,A,-,B,B,A,-,A,A,A,B,B,A,B,A,B,A,B
JHI_Hv50k_2016_77597,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,-,B,-,A,A,A,A,B,A,-,A,B,B,B,A,A,-,A,B,B,A,B,B,A,A,B,A,A,B,B,A,B,-,B,B,A,-,B,B,A,-,A,A,A,B,B,A,B,A,B,A,-
JHI_Hv50k_2016_77598,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,B,B,-,A,A,A,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,A,A,B,A,A,B,B,A,B,B,B,B,A,-,B,B,A,-,A,A,A,B,B,A,B,A,B,A,B
JHI_Hv50k_2016_77599,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,B,B,-,A,A,A,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,A,A,B,A,A,B,B,A,B,B,B,B,A,-,B,B,A,-,A,A,A,B,B,A,B,A,B,A,B
JHI_Hv50k_2016_77601,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,A,B,-,A,A,A,A,B,A,A,A,A,B,B,A,A,B,B,B,B,A,B,B,A,A,B,A,A,B,B,A,B,A,B,B,A,-,B,B,A,-,A,A,A,B,B,A,B,A,B,A,A
JHI_Hv50k_2016_77603,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,B,B,-,A,A,A,A,B,A,B,A,A,B,B,A,A,A,A,B,B,A,B,B,A,A,B,A,A,B,B,A,B,A,B,B,A,-,B,B,A,-,A,A,A,B,B,A,B,A,B,A,B
JHI_Hv50k_2016_77604,A,A,-,A,-,B,B,-,-,B,-,-,B,A,A,B,B,B,A,A,-,B,A,B,-,B,B,-,B,A,A,A,-,B,B,-,B,-,-,A,-,-,B,A,-,A,-,B,B,-,-,-,A,B,B,A,B,B,A,A,B,-,A,B,B,A,B,-,B,B,A,-,B,B,A,-,A,A,-,B,B,A,B,A,B,A,-
JHI_Hv50k_2016_77605,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,B,B,-,A,A,A,A,B,A,B,A,-,B,B,A,A,-,A,B,B,A,B,B,A,A,B,A,A,B,B,A,B,-,B,B,A,-,B,B,A,-,A,A,A,B,B,A,B,A,B,A,B
JHI_Hv50k_2016_77638,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,B,B,-,A,A,A,A,B,A,B,A,A,B,B,A,A,A,A,B,B,A,B,B,A,A,B,A,A,B,B,A,B,A,A,B,A,-,B,B,A,-,A,A,A,B,B,A,B,A,B,A,B
JHI_Hv50k_2016_77721,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,-,B,-,A,A,A,A,B,-,-,A,B,B,B,A,A,B,A,B,B,A,B,B,A,A,B,A,A,B,B,A,A,-,B,B,A,-,B,B,A,-,A,A,A,B,A,A,B,A,B,A,-
JHI_Hv50k_2016_77724,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,-,-,B,-,A,A,A,A,B,-,-,A,A,B,B,A,A,-,-,B,B,A,B,B,A,A,-,A,A,B,A,A,A,-,-,B,A,-,B,B,A,-,A,A,A,B,A,A,B,A,B,-,-
JHI_Hv50k_2016_77945,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,-,B,-,A,A,A,A,B,A,-,A,A,B,B,A,A,A,A,B,B,A,B,B,A,A,B,B,A,B,B,A,A,A,B,B,A,-,B,B,A,-,A,A,A,B,A,A,B,A,B,A,B
JHI_Hv50k_2016_78532,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,-,-,B,-,A,A,A,A,B,A,-,A,A,B,B,A,A,A,A,B,B,A,B,B,A,A,-,A,A,B,A,A,A,A,-,B,A,-,B,B,A,-,A,A,A,B,A,A,B,A,B,A,-
JHI_Hv50k_2016_78625,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,B,B,-,A,A,A,A,B,A,B,A,-,B,B,A,A,A,A,B,B,A,B,B,A,A,B,A,A,B,B,A,A,A,B,B,A,-,B,B,A,-,A,A,A,B,A,A,B,A,B,A,B
JHI_Hv50k_2016_78626,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,-,B,-,A,A,A,A,B,A,-,A,A,B,B,A,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,B,A,-,B,B,A,-,A,A,A,B,A,A,B,A,B,A,-
JHI_Hv50k_2016_78631,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,B,B,-,A,A,A,A,B,A,B,A,A,B,B,A,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,B,A,-,B,B,A,-,A,A,A,B,A,A,B,A,B,A,A
JHI_Hv50k_2016_78636,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,-,B,-,A,A,A,A,B,A,-,A,A,B,B,A,A,A,-,B,B,A,B,B,A,A,B,A,A,B,B,A,A,A,B,B,A,-,B,B,A,-,A,A,A,B,A,A,B,A,B,A,-
JHI_Hv50k_2016_78688,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,B,B,-,A,A,A,A,B,-,B,A,A,B,B,A,A,-,-,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,B,A,-,B,B,A,-,A,A,A,B,A,A,B,A,B,-,-
JHI_Hv50k_2016_78780,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,-,B,-,A,A,A,A,B,-,-,A,-,B,B,A,A,-,-,B,B,A,B,B,A,A,B,A,A,B,B,A,A,A,B,B,A,-,B,B,A,-,A,A,A,B,A,A,B,A,B,A,-
JHI_Hv50k_2016_78831,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,B,B,-,A,A,A,A,B,A,B,A,-,B,B,A,A,-,A,B,B,A,B,B,A,A,B,A,A,B,B,A,A,A,B,B,A,-,B,B,A,-,A,A,A,B,A,A,B,A,B,A,B
JHI_Hv50k_2016_79374,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,A,A,A,A,-,B,B,-,B,-,B,A,A,A,B,A,-,A,A,B,B,A,A,A,A,B,B,A,B,B,A,A,B,B,A,B,A,A,A,A,B,B,A,-,B,B,A,-,-,A,A,B,A,A,B,A,B,A,-
JHI_Hv50k_2016_79404,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,A,A,A,A,-,B,B,B,B,-,B,A,A,A,B,A,-,A,A,B,B,A,A,A,A,B,B,A,B,B,A,A,B,B,A,B,A,A,A,A,B,B,A,-,B,B,A,-,-,A,A,B,A,A,B,A,B,A,A
JHI_Hv50k_2016_79451,A,A,-,A,A,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,A,A,A,A,-,B,B,-,B,-,B,A,A,A,B,-,-,A,A,B,B,B,A,-,-,B,B,A,B,B,A,A,B,B,A,B,A,A,A,A,B,B,A,-,B,B,A,-,B,A,A,B,A,A,B,A,B,-,-
JHI_Hv50k_2016_80094,A,A,-,A,A,B,B,A,A,B,B,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,-,B,-,B,A,B,A,B,A,-,B,A,B,B,B,A,A,A,B,B,A,B,B,A,A,B,A,A,B,B,A,A,A,B,B,A,-,B,B,A,-,B,A,A,B,A,A,B,A,B,A,-
JHI_Hv50k_2016_80097,A,A,-,A,A,B,B,A,-,B,B,-,B,A,A,B,B,B,A,A,A,B,A,B,-,B,B,A,B,A,A,A,-,B,B,-,B,-,B,A,B,A,B,-,-,B,B,B,B,B,A,-,-,B,B,A,B,B,A,A,B,A,A,B,B,A,A,A,B,B,A,-,B,B,A,-,B,A,A,B,A,A,B,A,B,A,-
JHI_Hv50k_2016_90688,B,A,-,B,A,B,B,A,A,B,B,-,B,A,B,B,A,B,A,A,A,B,B,B,-,B,B,A,B,A,B,A,-,B,B,B,B,-,B,A,B,A,B,B,B,B,-,B,B,B,A,-,B,B,B,A,B,A,A,A,A,A,A,B,A,B,A,A,-,B,A,-,A,-,A,-,A,A,A,B,A,A,-,A,B,-,-
JHI_Hv50k_2016_90788,B,A,-,B,A,B,B,A,A,B,B,-,B,A,B,B,A,B,A,A,A,B,B,B,-,B,B,A,B,A,B,A,-,B,B,B,B,-,B,A,B,A,B,B,B,B,A,B,B,B,A,A,B,B,B,A,B,A,A,A,A,B,A,B,A,B,A,A,B,B,A,-,A,A,A,-,A,A,A,B,A,A,A,A,B,A,A
JHI_Hv50k_2016_90896,B,A,-,B,A,B,B,A,A,B,B,-,B,A,B,B,A,B,A,A,A,B,B,B,-,B,B,A,B,A,B,A,-,B,B,B,B,-,B,A,B,A,B,B,B,B,-,B,B,B,A,-,B,B,B,A,B,A,A,A,A,A,A,B,A,B,A,A,B,B,A,-,A,-,A,-,A,A,A,B,A,A,-,A,B,-,A
JHI_Hv50k_2016_91125,B,A,-,B,A,B,B,A,A,B,B,-,B,A,B,B,A,B,A,A,A,B,B,B,-,B,B,A,B,A,B,A,-,B,B,B,B,-,B,A,B,A,B,B,B,B,-,B,B,B,A,-,B,B,B,A,B,A,A,A,A,A,A,B,A,B,A,A,B,B,A,-,A,-,A,-,A,A,A,B,A,A,-,A,B,-,-
JHI_Hv50k_2016_91157,B,A,-,B,A,B,B,A,A,B,B,-,B,A,B,B,A,B,A,A,A,B,B,B,-,B,B,A,B,A,B,A,-,B,B,B,B,-,B,A,B,A,B,B,B,B,B,B,B,B,A,B,B,B,B,A,B,A,A,A,A,A,A,B,A,B,A,A,B,B,A,-,A,B,A,-,A,A,A,B,A,A,B,A,B,B,A
JHI_Hv50k_2016_91167,B,A,-,B,A,B,B,A,A,B,B,-,B,A,B,B,A,B,A,A,A,B,B,B,-,B,B,A,B,A,B,A,-,B,B,-,B,-,B,A,B,A,B,B,B,B,-,B,B,B,A,-,B,B,B,A,B,A,A,A,-,A,A,B,A,B,A,A,B,B,A,-,A,-,A,-,A,A,A,B,A,A,-,A,B,B,-
JHI_Hv50k_2016_91245,B,A,-,B,A,B,B,A,A,B,B,-,B,A,B,B,A,B,A,A,A,B,B,B,-,B,B,A,B,A,B,A,-,B,B,B,B,-,-,A,B,A,B,B,B,B,-,B,B,B,A,-,B,B,B,A,B,A,A,A,A,A,A,B,A,B,A,A,B,B,A,-,A,-,A,-,A,A,A,B,A,A,-,A,B,-,A
JHI_Hv50k_2016_91257,B,A,-,B,A,B,B,A,A,B,B,-,B,A,B,B,A,B,A,A,A,B,B,B,-,B,B,A,B,A,B,A,-,B,B,-,B,-,B,A,B,A,B,B,-,B,-,B,B,B,A,-,-,B,B,A,B,A,A,A,A,A,A,B,A,B,A,A,B,B,A,-,A,-,A,-,A,A,A,B,A,A,-,A,B,-,A
JHI_Hv50k_2016_91754,B,A,-,B,A,B,B,A,A,B,A,-,B,A,B,B,A,B,A,A,A,B,B,B,-,B,B,A,B,B,B,A,-,B,B,B,B,-,B,A,B,A,B,B,B,B,B,B,B,B,A,A,B,B,B,A,B,A,A,A,A,B,A,B,B,B,A,A,B,B,A,-,A,A,A,-,A,A,A,B,A,A,A,A,B,A,B
JHI_Hv50k_2016_91961,B,A,-,B,A,B,B,A,A,B,A,-,B,A,B,B,A,B,A,A,A,B,B,B,-,B,B,A,B,B,B,A,-,B,B,B,B,-,B,A,B,A,B,B,B,B,B,B,B,B,A,A,B,B,B,A,B,A,A,A,-,B,A,B,B,B,A,A,B,B,A,-,A,A,A,-,A,A,A,B,A,A,A,A,B,A,B
JHI_Hv50k_2016_92202,B,A,-,B,A,B,B,A,A,B,A,-,B,A,B,B,A,B,A,A,A,B,B,B,-,B,B,A,B,B,B,A,-,B,B,-,B,-,B,A,B,A,B,-,-,B,-,B,B,B,A,A,-,B,B,A,B,A,A,A,A,A,A,B,A,B,A,A,B,B,A,-,A,-,A,-,A,A,A,B,A,A,-,A,B,-,-
JHI_Hv50k_2016_92209,B,A,-,B,A,B,B,A,A,B,A,-,B,A,B,B,A,B,A,A,A,B,B,B,-,B,B,A,B,B,B,A,-,B,B,B,B,-,B,A,B,A,B,B,B,B,-,B,B,B,A,A,B,B,B,A,B,A,A,A,-,A,A,B,A,B,A,A,B,B,A,-,A,-,A,-,A,A,A,B,A,A,-,A,B,A,-
JHI_Hv50k_2016_92462,B,A,-,B,A,B,B,A,A,B,A,-,B,A,B,B,A,B,A,A,A,B,B,B,-,B,B,A,B,B,B,A,-,B,B,B,B,-,B,A,B,A,B,B,B,B,-,B,B,B,A,-,B,B,B,A,B,A,A,A,-,A,A,B,A,B,A,A,B,B,A,-,A,-,A,-,A,A,A,B,A,A,-,A,B,-,-
JHI_Hv50k_2016_92623,B,A,-,B,A,B,B,A,A,B,A,-,-,A,B,B,-,B,A,A,A,B,B,B,-,B,B,A,B,B,B,A,-,B,B,B,B,-,-,-,-,A,B,B,B,B,B,B,-,B,A,-,B,-,B,A,B,A,A,A,-,-,A,B,B,B,A,A,B,B,A,-,A,-,A,-,A,A,A,B,A,A,-,A,B,-,B
JHI_Hv50k_2016_93106,B,A,-,B,A,B,B,A,A,B,A,-,B,A,B,B,A,B,A,A,A,B,B,B,-,B,B,A,B,B,B,A,-,B,A,-,B,-,B,A,B,A,B,-,-,B,-,B,B,B,A,-,B,B,B,A,B,A,A,A,A,A,A,B,A,B,A,A,B,B,A,-,A,-,A,-,A,A,A,B,A,A,-,A,B,-,A
JHI_Hv50k_2016_93366,B,A,-,B,A,B,B,A,A,B,A,-,B,A,B,B,A,B,A,A,-,B,B,B,-,B,B,A,B,B,B,A,-,B,A,A,B,-,B,A,B,A,B,A,A,B,A,B,B,B,A,A,A,B,B,A,B,A,A,A,-,B,A,B,A,B,A,A,-,B,A,-,A,A,A,-,A,A,A,B,A,A,A,A,B,A,A
JHI_Hv50k_2016_96944,B,A,-,B,A,B,B,A,A,B,A,-,B,A,B,B,A,B,A,A,A,B,B,B,-,B,B,A,B,B,B,A,-,B,A,B,B,-,B,A,B,A,B,B,B,B,A,B,B,B,A,-,B,B,B,A,B,A,A,A,A,A,A,B,A,B,A,A,B,B,A,-,A,A,A,-,A,A,A,B,A,A,A,A,B,-,-
JHI_Hv50k_2016_97025,B,A,-,B,A,B,B,A,A,B,A,-,B,A,B,B,A,B,A,A,A,B,B,B,-,B,B,A,B,B,B,A,-,B,A,B,B,-,B,A,B,A,B,B,B,B,B,B,B,B,A,A,B,B,B,A,B,A,A,A,A,A,A,B,A,B,A,A,B,B,A,-,A,B,A,-,A,A,A,B,A,A,B,A,B,B,A
JHI_Hv50k_2016_97836,B,A,-,B,A,B,B,A,A,B,A,-,B,A,B,B,A,B,A,A,A,B,B,B,-,B,B,A,B,B,B,A,-,B,A,-,B,-,B,A,B,A,B,A,-,B,-,B,B,B,A,A,B,B,B,A,B,A,A,A,A,A,A,B,A,B,A,A,B,B,A,-,A,-,A,-,A,A,A,B,A,A,-,A,B,B,-
JHI_Hv50k_2016_98582,B,A,-,B,A,B,B,A,A,B,A,-,B,A,B,B,A,B,A,A,A,B,B,B,-,B,B,A,B,B,B,A,-,B,-,B,B,-,B,A,B,A,B,-,B,B,A,B,B,B,A,A,B,B,B,A,B,A,A,A,-,B,A,B,A,B,A,A,B,B,A,-,A,A,A,-,A,A,A,B,A,A,A,A,B,A,-
JHI_Hv50k_2016_99004,B,A,-,B,A,B,B,A,A,B,A,-,B,A,B,B,A,B,A,A,A,B,B,B,-,B,B,A,B,B,B,A,-,B,A,-,B,-,B,A,B,A,B,A,-,B,-,B,B,B,A,-,-,B,B,A,B,A,A,A,A,A,A,B,A,B,A,A,-,B,A,-,A,-,A,-,A,A,A,B,A,A,-,A,B,-,A
JHI_Hv50k_2016_99229,-,A,-,B,A,B,B,A,A,B,A,-,B,A,-,-,A,B,A,A,A,B,B,B,-,B,B,A,B,B,-,A,-,B,A,B,B,-,B,A,B,A,B,A,B,B,-,B,-,-,A,-,B,B,B,A,B,A,A,A,A,A,A,B,A,B,A,A,B,B,A,-,A,-,A,-,A,A,A,B,A,A,A,A,B,-,A
JHI_Hv50k_2016_100214,B,-,-,B,A,B,B,B,-,B,-,-,B,-,B,B,B,B,-,-,A,B,B,B,-,B,B,-,B,B,B,A,-,B,A,B,B,-,B,A,B,A,B,-,-,B,B,B,B,B,A,A,B,B,B,A,B,A,A,-,A,B,A,B,B,B,A,B,B,B,A,-,A,B,A,-,A,A,A,B,B,A,A,A,B,-,B
JHI_Hv50k_2016_101226,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,B,A,B,B,B,A,-,B,A,B,B,-,B,A,B,A,B,A,B,B,-,B,B,B,A,B,B,B,B,A,B,A,A,A,A,B,A,A,A,B,A,B,B,B,A,-,A,B,A,-,A,A,B,B,B,A,A,B,B,A,A
JHI_Hv50k_2016_102159,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,B,A,B,B,B,A,-,B,A,B,B,-,B,A,B,A,B,A,B,B,-,B,B,B,A,B,B,B,B,A,B,A,A,A,A,A,A,A,A,B,A,B,B,B,A,-,A,B,A,-,A,A,B,B,B,A,A,B,B,B,A
JHI_Hv50k_2016_102275,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,B,A,B,B,B,A,-,B,-,-,B,-,B,A,B,A,B,A,-,B,A,B,B,B,A,-,B,B,B,A,B,A,A,A,A,-,A,A,-,B,A,B,B,B,A,-,A,B,A,-,A,A,B,B,B,A,A,B,B,B,-
JHI_Hv50k_2016_102625,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,-,A,B,B,B,A,-,B,A,-,B,-,B,A,-,A,B,A,-,B,-,-,-,B,A,-,-,B,-,B,B,A,A,A,A,B,A,A,A,B,A,B,B,B,A,-,A,B,A,-,A,A,B,B,B,A,A,B,-,-,A
JHI_Hv50k_2016_102626,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,B,A,B,B,B,A,-,B,A,B,B,-,B,A,B,A,B,A,B,B,B,B,B,B,A,-,B,B,B,B,B,A,A,A,A,B,A,A,B,B,A,B,B,B,A,-,A,B,A,-,A,A,B,B,B,A,A,B,B,-,B
JHI_Hv50k_2016_102627,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,B,A,B,B,B,A,-,B,A,-,B,-,B,A,B,A,B,A,-,B,-,B,B,B,A,B,-,B,B,B,B,A,A,A,A,B,A,A,A,B,A,B,B,B,A,-,A,B,A,-,A,A,B,B,B,A,A,B,B,-,A
JHI_Hv50k_2016_102844,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,B,A,B,B,B,A,-,B,A,B,B,-,B,A,B,A,B,A,B,B,B,B,B,B,A,B,B,B,B,B,B,A,A,A,A,B,A,A,B,B,A,B,B,B,A,-,A,B,A,-,A,A,B,B,B,A,A,B,B,-,B
JHI_Hv50k_2016_102850,B,A,-,B,A,B,B,B,A,B,-,-,B,-,B,B,B,B,-,-,A,B,B,B,-,B,B,-,B,B,B,A,-,B,-,B,B,-,B,-,B,-,B,-,B,B,B,B,B,B,-,-,B,B,B,B,B,-,-,-,-,B,-,-,B,B,-,B,B,B,-,-,-,B,-,-,-,-,B,B,B,-,-,B,B,-,B
JHI_Hv50k_2016_102943,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,B,A,B,B,B,A,-,B,A,B,B,-,B,A,B,A,B,-,B,B,B,B,B,B,A,A,B,B,B,B,B,A,A,A,A,B,A,A,B,B,A,B,B,B,A,-,A,B,A,-,A,A,B,B,B,A,A,B,B,B,B
JHI_Hv50k_2016_103868,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,B,A,A,B,B,A,-,B,-,-,A,-,B,A,B,A,B,-,-,B,A,B,B,B,A,-,-,B,B,B,B,A,A,A,B,B,A,A,A,B,A,A,B,B,A,-,A,B,A,-,A,A,B,B,A,A,A,B,B,-,-
JHI_Hv50k_2016_103929,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,B,A,A,B,B,A,-,B,A,-,A,-,-,A,-,A,-,A,-,-,A,-,-,-,A,-,B,-,-,-,-,A,A,A,B,-,A,A,A,-,A,A,B,-,A,-,A,-,A,-,A,A,B,-,A,A,A,-,-,-,A
