"genos","g","g.1","g.2","g.3","g.4","g.5","g.6","g.7","g.8","g.9","g.10","g.11","g.12","g.13","g.14","g.15","g.16","g.17","g.18","g.19","g.20","g.21","g.22","g.23","g.24","g.25","g.26","g.27","g.28","g.29","g.30","g.31","g.32","g.33","g.34","g.35","g.36","g.37","g.38","g.39","g.40","g.41","g.42","g.43","g.44","g.45","g.46","g.47","g.48","g.49","g.50","g.51","g.52","g.53","g.54","g.55","g.56","g.57","g.58","g.59","g.60","g.61","g.62","g.63","g.64","g.65","g.66","g.67","g.68","g.69","g.70","g.71","g.72","g.73","g.74","g.75","g.76","g.77","g.78","g.79","g.80","g.81","g.82","g.83","g.84","g.85","g.86","g.87","g.88","g.89","g.90","g.91","g.92","g.93","g.94","g.95","g.96","g.97","g.98","g.99","g.100","g.101","g.102","g.103","g.104","g.105","g.106","g.107","g.108","g.109","g.110","g.111","g.112","g.113","g.114","g.115","g.116","g.117","g.118","g.119","g.120","g.121","g.122","g.123","g.124","g.125","g.126","g.127","g.128","g.129","g.130","g.131","g.132","g.133","g.134","g.135","g.136","g.137","g.138","g.139","g.140","g.141","g.142","g.143","g.144","g.145","g.146","g.147","g.148","g.149","g.150","g.151","g.152","g.153","g.154","g.155","g.156","g.157","g.158","g.159","g.160","g.161","g.162","g.163"
"g.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999695276049943,0.997734480731069,0.782597233250995,0.997734480731069,0.997734480731069,0.787237222941131,0.636443913626442,0.997734480731069,0.997734480731069,0.642870477850948,0.642947169901198,0.418507958061679,0.473210247181819,0.500118400274569,0.615404798381759,0.6341619493214,0.843968274609942,0.0179175588179688,0.583581151551192,0.224143059710407,0.583581151551192,0.0624378863487187,0.18912895820371,0.0625344623878723,0.31826039871617,0.31826039871617,0.722387151930577,0.286001503153096,0.250081252231413,0.166736544849661,0.229702344695055,8.52198249747567e-05,0.229702344695055,0.0624907254713862,0.0624907254713862,0.0624907254713862,0.375315863461402,0.210604582904365,0.0816646692188751,0.137864764937678,0.310366452362133,0.642593740855383,0.583581151551192,0.583581151551192,0.545942445107899,0.375315863461402,0.996334312820705,0.996334312820705,0.996334312820703,0.531289093635834,0.996334312820703,0.997860564310607,0.997860564310607,0.218575977790019,0.0425900470885652,0.142796035230542,0.166605988217078,0.166605988217078,0.0242641658224237,0.142796035230542,0.18912895820371,0.16646873079576,0.0816646692188751,0.067853558882303,0.0555468969099413,0.0383206977738978,0.333358019863481,0.285732262624166,0.384417819204163,0.0738285238562882,0.166685021315011,0.375315863461402,0.0909730335006108,0.0513164993294782,0.200032231141699,0.0909730335006108,0.0555468969099413,0.500045993971184,0.196411443419677,0.196411443419677,0.196411443419677,0.196411443419677,0.161781573419534,0.310342920826311,0.150964734503253,0.333814978062749,0.326793506971579,0.615426314271763,0.339483965041246,0.163649607169632,0.342768780969349,0.545046441383483,0.600106135660874,0.286001503153096,0.185947266530717,0.423139174487269,0.0517700960191886,0.77242770293533,0.347901186953851,0.615426314271763
"g.64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997669751609099,0.764604921695875,0.997669751609099,0.997669751609099,0.770154875157497,0.615579134384569,0.997669751609099,0.997669751609099,0.61135337505827,0.6239062422165,0.37048647380646,0.427092875702108,0.477838296586346,0.598829771767014,0.601202548238776,0.835389284598625,0.0446969299173554,0.552234097509752,0.176483375958451,0.552234097509752,0.0366795966915313,0.171741427288604,0.105146135361276,0.302551962482291,0.302551962482291,0.696430780177721,0.267420895426275,0.187631184510761,0.0916328950445998,0.153241743441601,0.034266018434026,0.153241743441601,0.00668247592358809,0.00668247592358809,0.00668247592358809,0.358611834695366,0.142668953907587,0.0370438735368828,0.0832874531044169,0.42284598078167,0.619738832365819,0.761227644378669,0.576662579604504,0.534947491635836,0.358611834695366,0.996229578901296,0.996229578901296,0.996229578901291,0.480178825652231,0.996229578901291,0.997799440769732,0.997799440769732,0.171686612361445,0.0852644810749947,0.093202272004206,0.119502647071522,0.119502647071522,0.0352205353656196,0.217983853508237,0.262372854360054,0.113952870560962,0.0370438735368828,0.078585295154947,0.0983386562605843,0.0744779422005597,0.469314501378466,0.429322068185179,0.512498792259231,0.0111729102380553,0.21024319806575,0.358611834695366,0.141972060455224,0.066379150591507,0.24998799869899,0.141972060455224,0.0835571346202737,0.443287835972165,0.204836653498381,0.204836653498381,0.204836653498381,0.204836653498381,0.0678697319843487,0.269660306995141,0.19430634701699,0.263714876546838,0.358724075066199,0.569322186626918,0.371004680036763,0.0875282276304782,0.63013774787123,0.509289871785776,0.546241627565229,0.207447016364194,0.12080544390654,0.565002698727986,0.0624895541057659,0.999168859544565,0.503440505713241,0.997669751609098
"g.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999261243716654,0.999469018921345,0.999469018921345,0.998786328963072,0.998300860548302,0.999469018921345,0.999469018921345,0.837467268060771,0.640768116179956,0.841248180704563,0.878130291352681,0.545942445105787,0.82496228678421,0.667419263304693,0.78667294888812,0.0262522539934278,0.715582010816892,0.529870788375055,0.715582010816892,0.573913957836665,0.63147626151422,0.573860034239805,0.689735213794895,0.689735213794895,0.641165547761368,0.997572657926144,0.504218015220797,0.28233667686604,0.290911874217181,0.318285963493047,0.290911874217181,0.242412525449419,0.242412525449419,0.242412525449419,0.707123219001329,0.634753651857793,0.582558148866447,0.294699637273245,0.29463818621127,0.269445011145523,0.465327851457597,0.732603183033288,0.254256652316208,0.149099477116944,0.999140854567353,0.999140854567353,0.999140854567352,0.682883147717617,0.999140854567352,0.648480427393911,0.648480427393911,0.682883147717617,0.756203024263032,0.1476183700784,0.125785171572544,0.125785171572544,0.398373611412368,0.0259764107903208,0.461706303944878,0.54551810833007,0.737454130829204,0.573962598409473,0.175681418806202,0.110614765557128,0.545447007607585,0.709861463581443,0.360211185430748,0.495039059528431,0.0259020455568823,0.267568188888974,0.340148124086848,0.543975650940029,0.726955306349398,0.340148124086848,0.751151333198215,0.242307141799028,0.513435863372698,0.513435863372698,0.513435863372698,0.513435863372698,0.997283058887982,0.998001012409766,0.689735213794895,0.0909548200684464,0.0821040049725898,0.475929708498974,0.689735213794895,0.998235279727358,0.552760296380061,0.380322511331413,0.181771590162438,0.105743197905562,0.573913957836665,0.475624791724774,0.177074818541806,0.356658481392765,0.703220226474955,0.997385939305081
"g.66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999261243716654,0.999261243716654,0.417721306136895,0.592489277932063,0.999261243716654,0.999261243716654,0.876856366901493,0.485133210952454,0.699290584897881,0.485133210952454,0.673916534541873,0.801012432479477,0.74773264194658,0.838300092542614,0.184775426392032,0.784489651445829,0.71224794211012,0.784489651445829,0.11099686715051,0.231138823110259,0.275368440285886,0.412109460658974,0.412109460658974,0.184770596397881,0.630404902418035,0.266399274983155,0.184770596397881,0.00877115575172523,0.0947359944353274,0.00877115575172523,0.592478377513187,0.592478377513187,0.592478377513187,0.998804667224144,0.39938293872063,0.247495143328241,0.424410315467077,0.286688832143276,0.538254542720552,0.0489286588588273,0.0489286588588273,0.0596913144710575,0.676390426071067,0.998804667224144,0.998804667224144,0.998804667224141,0.157989096354369,0.998804667224141,0.511041826477281,0.511041826477281,0.0377064578157645,0.168599595487182,0.0301852133517923,0.0715461407899972,0.0715461407899972,0.0111068391863005,0.0301852133517923,0.183229516201649,0.138014740452981,0.204173355400456,0.0302076153337438,0.0208823755442406,0.212899108687137,0.195404871531251,0.301250514451813,0.0434381785615484,0.425184865592722,0.223716205323256,0.592481139901299,0.0823180969610568,0.189882450731638,0.0690236457477467,0.0823180969610568,0.245800081118466,0.224077557504505,0.0682604055063397,0.0682604055063397,0.0682604055063397,0.0682604055063397,0.150115259711142,0.0409632723328074,0.177027911497126,0.137719039505806,0.220297624222801,0.204077404074982,0.036585298283494,0.578204834053475,0.492172461819443,0.412109460658974,0.379325732975632,0.0682604055063397,0.0377064578157645,0.303606576367851,0.232632219065369,0.036585298283494,0.325341160541202,0.602132725152642
"g.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999469018921345,0.998786328963072,0.998300860548302,0.999469018921345,0.999469018921345,0.837467268060771,0.640768116179956,0.841248180704563,0.878130291352681,0.545942445105787,0.82496228678421,0.667419263304693,0.78667294888812,0.0262522539934278,0.715582010816892,0.529870788375055,0.715582010816892,0.573913957836665,0.63147626151422,0.573860034239805,0.689735213794895,0.689735213794895,0.641165547761368,0.997572657926144,0.504218015220797,0.28233667686604,0.290911874217181,0.318285963493047,0.290911874217181,0.242412525449419,0.242412525449419,0.242412525449419,0.707123219001329,0.634753651857793,0.582558148866447,0.294699637273245,0.29463818621127,0.269445011145523,0.465327851457597,0.732603183033288,0.254256652316208,0.149099477116944,0.999140854567353,0.999140854567353,0.999140854567352,0.682883147717617,0.999140854567352,0.648480427393911,0.648480427393911,0.682883147717617,0.756203024263032,0.1476183700784,0.125785171572544,0.125785171572544,0.398373611412368,0.0259764107903208,0.461706303944878,0.54551810833007,0.737454130829204,0.573962598409473,0.175681418806202,0.110614765557128,0.545447007607585,0.709861463581443,0.360211185430748,0.495039059528431,0.0259020455568823,0.267568188888974,0.340148124086848,0.543975650940029,0.726955306349398,0.340148124086848,0.751151333198215,0.242307141799028,0.513435863372698,0.513435863372698,0.513435863372698,0.513435863372698,0.997283058887982,0.998001012409766,0.689735213794895,0.0909548200684464,0.0821040049725898,0.475929708498974,0.689735213794895,0.998235279727358,0.552760296380061,0.380322511331413,0.181771590162438,0.105743197905562,0.573913957836665,0.475624791724774,0.177074818541806,0.356658481392765,0.703220226474955,0.997385939305081
"g.68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.998786328963072,0.998300860548302,0.999469018921345,0.999469018921345,0.837467268060771,0.640768116179956,0.841248180704563,0.878130291352681,0.545942445105787,0.82496228678421,0.667419263304693,0.78667294888812,0.0262522539934278,0.715582010816892,0.529870788375055,0.715582010816892,0.573913957836665,0.63147626151422,0.573860034239805,0.689735213794895,0.689735213794895,0.641165547761368,0.997572657926144,0.504218015220797,0.28233667686604,0.290911874217181,0.318285963493047,0.290911874217181,0.242412525449419,0.242412525449419,0.242412525449419,0.707123219001329,0.634753651857793,0.582558148866447,0.294699637273245,0.29463818621127,0.269445011145523,0.465327851457597,0.732603183033288,0.254256652316208,0.149099477116944,0.999140854567353,0.999140854567353,0.999140854567352,0.682883147717617,0.999140854567352,0.648480427393911,0.648480427393911,0.682883147717617,0.756203024263032,0.1476183700784,0.125785171572544,0.125785171572544,0.398373611412368,0.0259764107903208,0.461706303944878,0.54551810833007,0.737454130829204,0.573962598409473,0.175681418806202,0.110614765557128,0.545447007607585,0.709861463581443,0.360211185430748,0.495039059528431,0.0259020455568823,0.267568188888974,0.340148124086848,0.543975650940029,0.726955306349398,0.340148124086848,0.751151333198215,0.242307141799028,0.513435863372698,0.513435863372698,0.513435863372698,0.513435863372698,0.997283058887982,0.998001012409766,0.689735213794895,0.0909548200684464,0.0821040049725898,0.475929708498974,0.689735213794895,0.998235279727358,0.552760296380061,0.380322511331413,0.181771590162438,0.105743197905562,0.573913957836665,0.475624791724774,0.177074818541806,0.356658481392765,0.703220226474955,0.997385939305081
"g.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999553137900947,0.998786328963072,0.998786328963072,0.617319576760555,0.748028017749126,0.439380288157322,0.0761768861460931,0.787237222941231,0.450632201906425,0.477431205766628,0.832713622248918,0.202116932205211,0.330377052714719,0.248952368679702,0.330377052714719,0.127898566134436,0.365608721691188,0.305503404035073,0.0570797493150054,0.0570797493150054,0.106955200003844,0.617271753794416,0.122373537188437,0.202115506572717,0.424711379164829,0.311230314432017,0.424711379164829,0.0692075173981687,0.0692075173981687,0.0692075173981687,0.330493489959511,0.160150797700843,0.0793794841560959,0.248952368679702,0.12654987296767,0.234774208212876,0.107308291191212,0.330377052714719,0.998786328963072,0.998036239011092,0.998036239011092,0.998036239011092,0.99803623901109,0.163018175986539,0.99803623901109,0.998853821849854,0.732311789222996,0.330443100917259,0.145137515839804,0.0624877643025831,0.107240807710694,0.107240807710694,0.150742952362959,0.0624877643025831,0.0132184321647339,0.107140881029561,0.0180218797552587,0.00263874441356956,0.163768976193629,0.301233321289072,0.196335021808963,0.139174493076476,0.341756683751971,0.206381264965678,0.164138866277328,0.00262715877946854,0.0259936741021975,0.0167487232966488,0.0425625976382845,0.0259936741021975,0.0460869645336095,0.464321152866554,0.430216513897187,0.430216513897187,0.430216513897187,0.430216513897187,0.460211640207678,0.436661043487621,0.202119485350747,0.285732262624166,0.167435395651132,0.175644988267742,0.419623053279956,0.275629768732507,0.297105250110123,0.634874077592536,0.46432431913589,0.043527307122835,0.252495178650798,0.278751380531799,0.248952368679702,0.513122366629601,0.0684398179166217,0.381739528950484
"g.70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.998300860548302,0.998300860548302,0.999499940032012,0.641112836241628,0.912819682036577,0.998949874067224,0.636443913626447,0.80755012931022,0.816935716794182,0.765551380568076,0.318172095307829,0.999124895056021,0.358308806837401,0.999124895056021,0.476749231903416,0.407900032657082,0.444503618935303,0.829605209274364,0.829605209274364,0.791655563351614,0.732149478638986,0.624900363793044,0.583077970288779,0.539396750630408,0.357148343306802,0.539396750630408,0.0626112082535027,0.0626112082535027,0.0626112082535027,0.997250734615531,0.605300687067818,0.423136152566404,0.117608277945678,0.0949747147451424,0.732253601456775,0.687705907526967,0.999124895056021,0.998300860548302,0.997250734615531,0.997250734615531,0.997250734615531,0.997250734615528,0.0624527840091769,0.997250734615528,0.998395395293278,0.625413888364501,0.296882200494576,0.0626427598675119,0.142806116391025,0.0623975040432234,0.0623975040432234,0.00745421375605164,0.142806116391025,0.189136181311187,0.125150600168404,0.0816495844024064,0.147718794359504,0.0556205783033603,0.347872330429923,2.90817400976778e-05,0.0425762424974777,0.191654664472911,0.30560680798314,0.0277212145892205,0.147702884369448,0.032212507396471,0.0391496382740482,0.100068932576448,0.032212507396471,0.0556205783033603,0.500053500165472,0.0260895909763184,0.0260895909763184,0.0260895909763184,0.0260895909763184,0.235888389420483,0.197868220835497,0.0801534023692923,0.75016736717991,0.134623009593505,0.0560804493446347,0.292476872675099,0.381238492510408,0.507553232879318,0.488420580336778,0.250032752895059,0.123322781385144,0.476749231903416,0.278889157234487,0.197868220835497,0.318215808077877,0.134623009593505,0.134728363232167
"g.71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999469018921345,0.837467268060771,0.640768116179956,0.841248180704563,0.878130291352681,0.545942445105787,0.82496228678421,0.667419263304693,0.78667294888812,0.0262522539934278,0.715582010816892,0.529870788375055,0.715582010816892,0.573913957836665,0.63147626151422,0.573860034239805,0.689735213794895,0.689735213794895,0.641165547761368,0.997572657926144,0.504218015220797,0.28233667686604,0.290911874217181,0.318285963493047,0.290911874217181,0.242412525449419,0.242412525449419,0.242412525449419,0.707123219001329,0.634753651857793,0.582558148866447,0.294699637273245,0.29463818621127,0.269445011145523,0.465327851457597,0.732603183033288,0.254256652316208,0.149099477116944,0.999140854567353,0.999140854567353,0.999140854567352,0.682883147717617,0.999140854567352,0.648480427393911,0.648480427393911,0.682883147717617,0.756203024263032,0.1476183700784,0.125785171572544,0.125785171572544,0.398373611412368,0.0259764107903208,0.461706303944878,0.54551810833007,0.737454130829204,0.573962598409473,0.175681418806202,0.110614765557128,0.545447007607585,0.709861463581443,0.360211185430748,0.495039059528431,0.0259020455568823,0.267568188888974,0.340148124086848,0.543975650940029,0.726955306349398,0.340148124086848,0.751151333198215,0.242307141799028,0.513435863372698,0.513435863372698,0.513435863372698,0.513435863372698,0.997283058887982,0.998001012409766,0.689735213794895,0.0909548200684464,0.0821040049725898,0.475929708498974,0.689735213794895,0.998235279727358,0.552760296380061,0.380322511331413,0.181771590162438,0.105743197905562,0.573913957836665,0.475624791724774,0.177074818541806,0.356658481392765,0.703220226474955,0.997385939305081
"g.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.837467268060771,0.640768116179956,0.841248180704563,0.878130291352681,0.545942445105787,0.82496228678421,0.667419263304693,0.78667294888812,0.0262522539934278,0.715582010816892,0.529870788375055,0.715582010816892,0.573913957836665,0.63147626151422,0.573860034239805,0.689735213794895,0.689735213794895,0.641165547761368,0.997572657926144,0.504218015220797,0.28233667686604,0.290911874217181,0.318285963493047,0.290911874217181,0.242412525449419,0.242412525449419,0.242412525449419,0.707123219001329,0.634753651857793,0.582558148866447,0.294699637273245,0.29463818621127,0.269445011145523,0.465327851457597,0.732603183033288,0.254256652316208,0.149099477116944,0.999140854567353,0.999140854567353,0.999140854567352,0.682883147717617,0.999140854567352,0.648480427393911,0.648480427393911,0.682883147717617,0.756203024263032,0.1476183700784,0.125785171572544,0.125785171572544,0.398373611412368,0.0259764107903208,0.461706303944878,0.54551810833007,0.737454130829204,0.573962598409473,0.175681418806202,0.110614765557128,0.545447007607585,0.709861463581443,0.360211185430748,0.495039059528431,0.0259020455568823,0.267568188888974,0.340148124086848,0.543975650940029,0.726955306349398,0.340148124086848,0.751151333198215,0.242307141799028,0.513435863372698,0.513435863372698,0.513435863372698,0.513435863372698,0.997283058887982,0.998001012409766,0.689735213794895,0.0909548200684464,0.0821040049725898,0.475929708498974,0.689735213794895,0.998235279727358,0.552760296380061,0.380322511331413,0.181771590162438,0.105743197905562,0.573913957836665,0.475624791724774,0.177074818541806,0.356658481392765,0.703220226474955,0.997385939305081
"g.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.906126987570333,0.832643001261284,0.342170792539701,0.881131771315828,0.825241735542817,0.778186071463711,0.786942845385395,0.362377112267892,0.905309036991143,0.895038190191422,0.810518519358047,0.0513395961732742,0.0787106874097819,0.140296218268314,0.483619071503794,0.483619071503794,0.107133383771744,0.675493484773302,0.19630088665414,0.107133383771744,0.0597200846619309,0.0340919381633025,0.0597200846619309,0.553663275001561,0.553663275001561,0.553663275001561,0.998690826007394,0.342170792539701,0.175878752573579,0.684892481377254,0.216186027996229,0.675203880365829,0.242344807037418,0.242344807037418,0.173673693286066,0.716034198163899,0.998690826007394,0.998690826007394,0.998690826007393,0.218755498236899,0.998690826007393,0.464472594918835,0.642864903185608,0.00565629150252567,0.188391606131628,0.0909521620198784,0.125877252698837,0.125877252698837,0.0641280868949383,0.0340919381633025,0.162729470889549,0.166706728477962,0.300697491832412,0.147761920079878,0.0878513837015844,0.308306306088146,0.166668580904172,0.298416649843306,0.0899157461568936,0.410800663625862,0.234568300131817,0.776946576680159,0.0207533417396398,0.0177495712579635,0.0908730811041199,0.0207533417396398,0.00334706238101777,0.318185913453858,0.106954951898021,0.106954951898021,0.106954951898021,0.106954951898021,0.195697751327021,0.264629785131626,0.0701947696971063,0.393970774077764,0.301353607176325,0.125863272112436,0.269402878030816,0.630327285507957,0.554700933976578,0.483619071503794,0.272700781604834,0.234572549586878,0.218755498236899,0.213156590730493,0.36989892184345,0.0701947696971063,0.110647204977006,0.475403346017854
"g.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.632801620417462,0.376651035994511,0.910759254390499,0.79759562738594,0.807508463000764,0.753235343496086,0.154333519603012,0.835728402021094,0.448611587566177,0.835728402021094,0.0820621646445798,0.0398381693720717,0.0131272539344528,0.28239144300805,0.28239144300805,0.780690069953707,0.435806540297283,0.210292040428832,0.122747530599154,0.270795932591999,0.0976449424888435,0.270795932591999,0.107005286292184,0.107005286292184,0.107005286292184,0.162922815497728,0.0835798319720264,0.113876547691611,0.527319174480543,0.05609740977741,0.717987859550044,0.670889483430531,0.835728402021094,0.640768116179971,0.506261430980842,0.997106036437401,0.997106036437401,0.997106036437396,0.136574794277612,0.997106036437396,0.998310948296016,0.605153823450339,0.136574794277612,0.154033583177675,0.210589525393039,0.232519676810797,0.232519676810797,0.303374638513712,0.323285042690084,0.359876430315771,0.47370805432427,0.113876547691611,0.16293978440077,0.0371821677781795,0.141828332785557,0.0790070815497548,0.0132145177497083,0.270795932591999,0.122687016396792,0.049605610821103,0.0133299680162091,0.108719535533254,0.0210222281855478,0.0524661122573487,0.108719535533254,0.00559240805783822,0.605112237312255,0.0434811426100892,0.0434811426100892,0.0434811426100892,0.0434811426100892,0.547593194152193,0.448611587566177,0.0318879180861119,0.473210247181747,0.316837350589925,0.392339397495422,0.255210885611965,0.562812426973507,0.481457821197088,0.820790197923833,0.526207451505214,0.0434811426100892,0.54107329154293,0.240888916636512,0.133373007900213,0.461502531355316,0.141828332785557,0.392339397495422
"g.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.173713702353842,0.651173820308492,0.93986616071022,0.885634599118494,0.926759186612621,0.750773815019651,0.999641722174312,0.897479327626926,0.902349932066537,0.182417349726397,0.0749223803137522,0.0310361093688013,0.786778297752343,0.786778297752343,0.127896636904181,0.832605231791818,0.0406781176683463,0.0885739633996288,0.250785474724668,0.129423893910239,0.250785474724668,0.273174413505373,0.273174413505373,0.273174413505373,0.564048829676438,0.173713702353842,0.195020575405336,0.38455540089997,0.272612738502195,0.665055548965881,0.218654912190276,0.218654912190276,0.147849748633592,0.707208352780441,0.998721271914199,0.998721271914199,0.998721271914198,0.182417349726397,0.998721271914198,0.476926976495792,0.651169611742606,0.127917036381157,0.414094016327843,0.129423893910239,0.0884513337780896,0.0884513337780896,0.241649431489978,0.19645051789674,0.0498378173436763,0.374954825419421,0.00836157665981739,0.0188814150423908,0.0270847092562085,0.184926306070004,0.186049400488198,0.314854012291128,0.00903201344308091,0.218658688538773,0.107147355528069,0.564048829676438,0.243898411835265,0.26832173673367,0.437523456318503,0.243898411835265,0.317514079913271,0.218658643910502,0.163099227780852,0.163099227780852,0.163099227780852,0.163099227780852,0.020961476878618,0.0348548882438001,0.0486733788670866,0.0624378863487187,0.165720767409555,0.0985466595768413,0.127894890262655,0.493169718196723,0.230924617615878,0.573983351075394,0.343633659390412,0.25237099170275,0.182417349726397,0.45921784510375,0.589577569285253,0.04114321397377,0.0828570821934913,0.45901179292006
