"genos","g","g.1","g.2","g.3","g.4","g.5","g.6","g.7","g.8","g.9","g.10","g.11","g.12","g.13","g.14","g.15","g.16","g.17","g.18","g.19","g.20","g.21","g.22","g.23","g.24","g.25","g.26","g.27","g.28","g.29","g.30","g.31","g.32","g.33","g.34","g.35","g.36","g.37","g.38","g.39","g.40","g.41","g.42","g.43","g.44","g.45","g.46","g.47","g.48","g.49","g.50","g.51","g.52","g.53","g.54","g.55","g.56","g.57","g.58","g.59","g.60","g.61","g.62","g.63","g.64","g.65","g.66","g.67","g.68","g.69","g.70","g.71","g.72","g.73","g.74","g.75","g.76","g.77","g.78","g.79","g.80","g.81","g.82","g.83","g.84","g.85","g.86","g.87","g.88","g.89","g.90","g.91","g.92","g.93","g.94","g.95"
"g.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999460590650254,0.999460590650254,0.999433620182767,0.999433620182767,0.999485788035319,0.107524305490519,0.00796731654408931,0.107524305490519,0.306369955320462,0.107115532458258,0.107524305490519,0.0475988997104806,0.536919814948704,0.76204290650595,0.756134063175266,0.76204290650595,0.847346150426455,0.847346150426455,0.795149684776404,0.89049114800264,0.884421631453459,0.882244884263021,0.877634067142102,0.545344574897507,0.998381771950764,0.1072578547076,0.237721460973451,0.219355022908019,0.997537726146382,0.375104447269349,0.38380667176097,0.375104447269349,0.219355022908019,0.219355022908019,0.432137943044897,0.306369955320462,0.440214259091708,0.432137943044897,0.478652166328013,0.278963597400598,0.592478377513091,0.0131274508345895,0.106828963883049,0.106828963883049,0.519099281818255,0.998584050456918,0.282790880002058,0.470232338557734,0.107115532458258,0.306369955320462,0.470232338557734,0.330345507677519,0.73949518462715,0.997572657926146,0.47935823018671,0.306369955320462,0.863931941027575,0.642855818450386,0.652767701780302,0.99811206727589,0.573952912636473,0.583012062161943,0.519099281818255,0.566614134931378,0.99742079344768,0.353561683822526,0.107524305490519
"g.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999460590650254,0.999433620182767,0.999433620182767,0.999485788035319,0.107524305490519,0.00796731654408931,0.107524305490519,0.306369955320462,0.107115532458258,0.107524305490519,0.0475988997104806,0.536919814948704,0.76204290650595,0.756134063175266,0.76204290650595,0.847346150426455,0.847346150426455,0.795149684776404,0.89049114800264,0.884421631453459,0.882244884263021,0.877634067142102,0.545344574897507,0.998381771950764,0.1072578547076,0.237721460973451,0.219355022908019,0.997537726146382,0.375104447269349,0.38380667176097,0.375104447269349,0.219355022908019,0.219355022908019,0.432137943044897,0.306369955320462,0.440214259091708,0.432137943044897,0.478652166328013,0.278963597400598,0.592478377513091,0.0131274508345895,0.106828963883049,0.106828963883049,0.519099281818255,0.998584050456918,0.282790880002058,0.470232338557734,0.107115532458258,0.306369955320462,0.470232338557734,0.330345507677519,0.73949518462715,0.997572657926146,0.47935823018671,0.306369955320462,0.863931941027575,0.642855818450386,0.652767701780302,0.99811206727589,0.573952912636473,0.583012062161943,0.519099281818255,0.566614134931378,0.99742079344768,0.353561683822526,0.107524305490519
"g.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999433620182767,0.999433620182767,0.999485788035319,0.107524305490519,0.00796731654408931,0.107524305490519,0.306369955320462,0.107115532458258,0.107524305490519,0.0475988997104806,0.536919814948704,0.76204290650595,0.756134063175266,0.76204290650595,0.847346150426455,0.847346150426455,0.795149684776404,0.89049114800264,0.884421631453459,0.882244884263021,0.877634067142102,0.545344574897507,0.998381771950764,0.1072578547076,0.237721460973451,0.219355022908019,0.997537726146382,0.375104447269349,0.38380667176097,0.375104447269349,0.219355022908019,0.219355022908019,0.432137943044897,0.306369955320462,0.440214259091708,0.432137943044897,0.478652166328013,0.278963597400598,0.592478377513091,0.0131274508345895,0.106828963883049,0.106828963883049,0.519099281818255,0.998584050456918,0.282790880002058,0.470232338557734,0.107115532458258,0.306369955320462,0.470232338557734,0.330345507677519,0.73949518462715,0.997572657926146,0.47935823018671,0.306369955320462,0.863931941027575,0.642855818450386,0.652767701780302,0.99811206727589,0.573952912636473,0.583012062161943,0.519099281818255,0.566614134931378,0.99742079344768,0.353561683822526,0.107524305490519
"g.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999688007831175,0.999460071923655,0.196411443419677,0.0624907254713862,0.196411443419677,0.305366065347227,0.531279823749137,0.196411443419677,0.374989466125848,0.351983892692713,0.750052800847626,0.77030980433637,0.750052800847626,0.6341619493214,0.6341619493214,0.642767327615003,0.736966373909791,0.814772166175784,0.811204930960336,0.804010436791871,0.545452673957227,0.999108519345779,0.0475764878123615,0.0242641658224237,0.0624556955654293,0.444959945900876,0.000120453257239361,0.0135185574541285,0.000120453257239361,0.375315863461402,0.375315863461402,0.0911956448323262,0.0279294753579238,0.0385834261138465,0.0911956448323262,0.167120134745277,0.423139174487269,0.456439947603994,0.0351388609018049,0.285732262624166,0.285732262624166,0.615426314271763,0.999219945114331,0.196411443419677,0.491397406649138,0.37498771414231,0.0279294753579238,0.406785989502215,0.285715935412081,0.583384185642046,0.642974658196618,0.583581151551192,0.444959945900876,0.673916534541877,0.428605916978433,0.44448023689868,0.722387151930577,0.545499103337928,0.667128701602305,0.231290009015738,0.625077383159108,0.997734480731069,0.482808384663483,0.286001503153096
"g.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999460071923655,0.196411443419677,0.0624907254713862,0.196411443419677,0.305366065347227,0.531279823749137,0.196411443419677,0.374989466125848,0.351983892692713,0.750052800847626,0.77030980433637,0.750052800847626,0.6341619493214,0.6341619493214,0.642767327615003,0.736966373909791,0.814772166175784,0.811204930960336,0.804010436791871,0.545452673957227,0.999108519345779,0.0475764878123615,0.0242641658224237,0.0624556955654293,0.444959945900876,0.000120453257239361,0.0135185574541285,0.000120453257239361,0.375315863461402,0.375315863461402,0.0911956448323262,0.0279294753579238,0.0385834261138465,0.0911956448323262,0.167120134745277,0.423139174487269,0.456439947603994,0.0351388609018049,0.285732262624166,0.285732262624166,0.615426314271763,0.999219945114331,0.196411443419677,0.491397406649138,0.37498771414231,0.0279294753579238,0.406785989502215,0.285715935412081,0.583384185642046,0.642974658196618,0.583581151551192,0.444959945900876,0.673916534541877,0.428605916978433,0.44448023689868,0.722387151930577,0.545499103337928,0.667128701602305,0.231290009015738,0.625077383159108,0.997734480731069,0.482808384663483,0.286001503153096
"g.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.472518534235011,0.38380667176098,0.472518534235011,0.997084690605763,0.073551954418355,0.472518534235011,0.260142689747945,0.599349455827157,0.657336980946898,0.650833996149538,0.657336980946898,0.99920981025161,0.99920981025161,0.872963037387255,0.999431648852868,0.999400067663106,0.999388746104512,0.999364771039253,0.58476911486804,0.998457263707586,0.296450705750073,0.281760240653896,0.994574782974642,0.997084690605763,0.996833688823879,0.996803568610054,0.996833688823879,0.994574782974642,0.994574782974642,0.997054876413206,0.997084690605763,0.997094143257446,0.997054876413206,0.99730029418972,0.432692539548661,0.683971346790771,0.127856049491882,0.0343687523233736,0.0343687523233736,0.997507955385237,0.998650091960565,0.285239375844222,0.485371225754112,0.994574782974642,0.997084690605763,0.386300502986511,0.349190074043289,0.850258792980315,0.997685950695676,0.674682812504231,0.997084690605763,0.999295712427369,0.999074314117115,0.999100024550846,0.998200159370284,0.82536504114227,0.997840213298056,0.430863705880781,0.997747655736632,0.997541181176518,0.467684283950408,0.427668530789571
"g.34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999442905097804,0.999710996434642,0.999515632481186,0.385233596616371,0.999710996434642,0.508131219917863,0.504098968887388,0.0163645726288658,0.0311203736049721,0.0163645726288658,0.054500768673606,0.054500768673606,0.234327613094417,0.107448161188613,0.00805406676109259,0.0902309531354629,0.0545457403760477,0.123322781385144,0.00805406676109259,0.206459380445433,0.215905797856452,0.385233596616371,0.0438506900644454,0.139529733872155,0.135196731996121,0.139529733872155,0.0778292555207722,0.0778292555207722,0.105743197905562,0.18020220639105,0.478341222182097,0.513435863373441,0.553080803247254,0.0159490631481778,0.261292052422951,0.107448161188613,0.617271753794398,0.617271753794398,0.997572657926146,0.77680533773252,0.234327613094417,0.0921202966805991,0.231541063713753,0.317042484543378,0.00132007808369193,0.0434811426100892,0.107003712577278,0.617135445782954,0.10687827298786,0.997889461814566,0.0765131392708038,0.0815049203404052,0.107016079044487,0.107448161188613,0.136099523207474,0.642974658197156,0.176087612947643,0.595277353031021,0.594544974614037,0.630404902418035,0.617135445782954
"g.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999442905097804,0.735521656440238,0.107115532458258,0.999442905097804,0.285721769827455,0.652862510493664,0.0475988997104806,0.044556199315485,0.0475988997104806,0.0852652324159944,0.0852652324159944,0.107524305490519,0.0131274508345895,0.1072578547076,0.0564361884492094,0.0194223928818504,0.0907609442897282,0.0739159626594115,0.189851048599183,0.390060582009622,0.255940022053071,0.306369955320462,0.0475988997104806,0.044556199315485,0.0475988997104806,0.107115532458258,0.107115532458258,0.0259497933172166,0.0741669442887932,0.997168100913838,0.997168100913835,0.997168100913834,0.107195537231206,0.353561683822526,0.305972373348505,0.553664952267155,0.553664952267155,0.997385939305081,0.739200886312526,0.107524305490519,0.0465926831545083,0.107115532458258,0.206253696052755,0.219217079766149,0.0132631800933976,0.088597321435326,0.997572657926146,0.0194223928818504,0.997537726146382,0.137633451324639,0.107052263177084,0.131855110610269,0.0131274508345895,0.395271325531397,0.583012062161943,0.519099281818255,0.566614134931378,0.526574130967659,0.569040641879939,0.553080803247254
"g.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999515632481186,0.385233596616371,0.999710996434642,0.508131219917863,0.504098968887388,0.0163645726288658,0.0311203736049721,0.0163645726288658,0.054500768673606,0.054500768673606,0.234327613094417,0.107448161188613,0.00805406676109259,0.0902309531354629,0.0545457403760477,0.123322781385144,0.00805406676109259,0.206459380445433,0.215905797856452,0.385233596616371,0.0438506900644454,0.139529733872155,0.135196731996121,0.139529733872155,0.0778292555207722,0.0778292555207722,0.105743197905562,0.18020220639105,0.478341222182097,0.513435863373441,0.553080803247254,0.0159490631481778,0.261292052422951,0.107448161188613,0.617271753794398,0.617271753794398,0.997572657926146,0.77680533773252,0.234327613094417,0.0921202966805991,0.231541063713753,0.317042484543378,0.00132007808369193,0.0434811426100892,0.107003712577278,0.617135445782954,0.10687827298786,0.997889461814566,0.0765131392708038,0.0815049203404052,0.107016079044487,0.107448161188613,0.136099523207474,0.642974658197156,0.176087612947643,0.595277353031021,0.594544974614037,0.630404902418035,0.617135445782954
"g.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.431842130214926,0.999515632481186,0.358973320177168,0.228601921454661,0.166984156223175,0.0744757038974026,0.166984156223175,0.265062916887209,0.265062916887209,0.40495604674328,0.074472268417124,0.0738789930452414,0.056400785733605,0.019389563995046,0.0907221835237317,0.0738789930452414,0.537270807080605,0.0196464016462661,0.14784936251711,0.116152420287229,0.230713634459856,0.229942835107306,0.230713634459856,0.14784936251711,0.14784936251711,0.21867301187026,0.242389325964816,0.155787029880913,0.243758606688816,0.306369955320428,0.149515053567934,0.425635990055803,0.074472268417124,0.99894466881911,0.99894466881911,0.997727122275409,0.998768800985021,0.997889461814566,0.293694758901857,0.289768713090691,0.116152420287229,0.152392890852307,0.256066273956671,0.131816773774305,0.40495604674328,0.305200202321727,0.996717009587296,0.138336814143638,0.286062638699319,0.305895552576057,0.536500189690667,0.193933555065643,0.998030156081839,0.358651693934771,0.997945739521479,0.997757425656051,0.998981055267543,0.997889461814566
"g.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385233596616372,0.999154072189393,0.131919011268918,0.13460739753243,0.169618753127447,0.13460739753243,0.0853268534616798,0.0853268534616798,0.0778292555207057,0.177608767902552,0.305322526339439,0.292244993797454,0.264539347509108,0.318439825688174,0.553387552604935,0.305322526339439,0.172840806535116,0.30027780381131,0.00552219337003399,0.13460739753243,0.169618753127447,0.13460739753243,0.0203358751377678,0.0203358751377678,0.121074840662772,0.289768713090578,0.0396634550052533,0.149099477116979,0.21935502290811,0.278990075320076,0.353581034851841,0.478765243956047,0.665238011089332,0.665238011089332,0.278636336301999,0.609327875031861,0.996072478022184,0.3644423080391,0.30027780381131,0.147849362517109,0.205489521029187,0.0133299680162091,0.305695625256455,0.329402455657626,0.609327875031861,0.993890521367845,0.030225415740728,0.196474137105641,0.218794485164214,0.478765243956047,0.0927922671358026,0.996334312820705,0.0927078863640451,0.996177211941595,0.995826756134343,0.998103954907261,0.996072478022184
"g.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508131219917863,0.504098968887388,0.0163645726288658,0.0311203736049721,0.0163645726288658,0.054500768673606,0.054500768673606,0.234327613094417,0.107448161188613,0.00805406676109259,0.0902309531354629,0.0545457403760477,0.123322781385144,0.00805406676109259,0.206459380445433,0.215905797856452,0.385233596616371,0.0438506900644454,0.139529733872155,0.135196731996121,0.139529733872155,0.0778292555207722,0.0778292555207722,0.105743197905562,0.18020220639105,0.478341222182097,0.513435863373441,0.553080803247254,0.0159490631481778,0.261292052422951,0.107448161188613,0.617271753794398,0.617271753794398,0.997572657926146,0.77680533773252,0.234327613094417,0.0921202966805991,0.231541063713753,0.317042484543378,0.00132007808369193,0.0434811426100892,0.107003712577278,0.617135445782954,0.10687827298786,0.997889461814566,0.0765131392708038,0.0815049203404052,0.107016079044487,0.107448161188613,0.136099523207474,0.642974658197156,0.176087612947643,0.595277353031021,0.594544974614037,0.630404902418035,0.617135445782954
"g.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305576758679372,0.0769880125145708,0.0985141771140096,0.0769880125145708,0.268228570603078,0.268228570603078,0.01636457262896,0.0787720626279394,0.166702747225482,0.150981597341663,0.117689256598784,0.181852029393522,0.285781397718744,0.166702747225482,0.117573340301334,0.423078737576155,0.166984156223189,0.0769880125145708,0.0985141771140096,0.0769880125145708,0.0609302677385785,0.0609302677385785,0.0623699609453288,0.230713634460075,0.249350602641651,0.318720047454828,0.37510444726937,0.42311638136157,0.48278772737266,0.5839124619045,0.732311789224048,0.732311789224048,0.422726259042959,0.687679672782657,0.997707755458413,0.237311263870011,0.278839007833769,0.358973320177241,0.109988652477382,0.21060955758252,0.444480053061455,0.464498338129304,0.0628651460023132,0.997045296210933,0.224421983743389,0.0624528114222637,0.0384327183356731,0.0787720626279394,0.274454895924705,0.997860564310607,0.153398979081669,0.997768878999294,0.430618467655754,0.741545101844083,0.997707755458413
"g.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.722216332630983,0.716889627846622,0.722216332630983,0.2159067368581,0.2159067368581,0.305544462757832,0.228399200505526,0.140126102063271,0.191374068336905,0.229744034349481,0.305600586384432,0.31971351418156,0.0740335578014957,0.651592813762096,0.131919011267448,0.603266135468437,0.642646249962523,0.626596374182428,0.642646249962523,0.553387552604924,0.553387552604924,0.674966579587904,0.603266135468437,0.681196174131362,0.674966579587904,0.7019271023161,0.176017173934525,0.223716205323256,0.0739952503476111,0.234877072558636,0.234877072558636,0.45013095409108,0.702165774843513,0.305544462757832,0.0452515854292381,0.107307257571867,0.20624449707947,0.0452515854292381,0.195906732177696,0.40477047735257,0.999160433673589,0.107345665766574,0.603266135468437,0.223716205323256,0.489808986902298,0.503981109871207,0.603186228888134,0.188208127950267,0.523376903808219,0.45013095409108,0.506043386172121,0.730513340173588,0.507482179745497,0.23474027378373
"g.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999505281082936,0.999506309836939,0.999217255053464,0.999217255053464,0.8771080566945,0.999437004304059,0.999405720556578,0.999394505628237,0.999370756368218,0.999416527669345,0.998471799719373,0.027606207381232,0.634155081234045,0.0609302677385785,0.997045296210933,0.25034537552425,0.260142689748217,0.25034537552425,0.0609302677385785,0.0609302677385785,0.318720047454828,0.166984156223189,0.997121525134552,0.997082628335811,0.997325733327937,0.0816786436146687,0.3477673748932,0.166759108166346,0.201948491213408,0.201948491213408,0.997531437552039,0.687679672782657,0.262311148199547,0.237311263870011,0.0609302677385785,0.166984156223189,0.109988652477382,0.21060955758252,0.374943047225073,0.997707755458413,0.37504863940585,0.997045296210933,0.837064137258164,0.571444773656342,0.583348030401202,0.998217118299057,0.659096818207329,0.500277858627726,0.997531437552039,0.480043089723563,0.997564350227896,0.48278772737266,0.01636457262896
"g.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999505281082936,0.99920981025161,0.99920981025161,0.872963037387255,0.999431648852868,0.999400067663106,0.999388746104512,0.999364771039253,0.999410977528661,0.998457263707586,0.0221440942616666,0.626219428782702,0.00859297224457252,0.997084690605763,0.175951264716116,0.188538712206106,0.175951264716116,0.073551954418355,0.073551954418355,0.257596880643532,0.0744757038973478,0.997094143257446,0.997054876413206,0.99730029418972,0.0740920902012708,0.338847261486042,0.178519946397547,0.193433983460078,0.193433983460078,0.997507955385237,0.693433964552956,0.257193103408205,0.257649363434544,0.073551954418355,0.178732109292612,0.127510472107564,0.175728907982786,0.389552536622259,0.997685950695676,0.384977383919031,0.997084690605763,0.843140288515687,0.580400241814582,0.592315666463331,0.998200159370284,0.668767429188154,0.507315763076113,0.997507955385237,0.487933996003501,0.997541181176518,0.491999417637246,0.0131231269236065
"g.44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999217255053464,0.999217255053464,0.8771080566945,0.999437004304059,0.999405720556578,0.999394505628237,0.999370756368218,0.999416527669345,0.998471799719373,0.027606207381232,0.634155081234045,0.0609302677385785,0.997045296210933,0.25034537552425,0.260142689748217,0.25034537552425,0.0609302677385785,0.0609302677385785,0.318720047454828,0.166984156223189,0.997121525134552,0.997082628335811,0.997325733327937,0.0816786436146687,0.3477673748932,0.166759108166346,0.201948491213408,0.201948491213408,0.997531437552039,0.687679672782657,0.262311148199547,0.237311263870011,0.0609302677385785,0.166984156223189,0.109988652477382,0.21060955758252,0.374943047225073,0.997707755458413,0.37504863940585,0.997045296210933,0.837064137258164,0.571444773656342,0.583348030401202,0.998217118299057,0.659096818207329,0.500277858627726,0.997531437552039,0.480043089723563,0.997564350227896,0.48278772737266,0.01636457262896
"g.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99968340803955,0.999569980145371,0.999487743447426,0.738614252354849,0.667431345391666,0.618903581121552,0.634161797979897,0.895053386228496,0.128837430307809,0.354396549575144,0.314064053592553,0.754991403329943,0.558841381345082,0.547690147426937,0.558841381345082,0.448646235066542,0.448646235066542,0.398373611412464,0.509977242821106,0.999000506204884,0.999000506204883,0.999000506204884,0.0666772558724255,0.116983059929216,0.387176616258156,0.0853528268147319,0.0853528268147319,0.830494445478833,0.172819157679617,0.215905797856452,0.657041743614129,0.172840806535116,0.265062916886946,0.314057876353519,0.133420174563464,0.254656366368168,0.842452063952288,0.264640909592499,0.754991403329943,0.306157430503512,0.117606373221275,0.080947058036936,0.387176616258156,0.173881239561118,0.146244190708726,0.151573035901825,0.193080871024333,0.478570908442623,0.0111068391863008,0.215905797856452
"g.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999569980145371,0.999487743447426,0.738614252354849,0.667431345391666,0.618903581121552,0.634161797979897,0.895053386228496,0.128837430307809,0.354396549575144,0.314064053592553,0.754991403329943,0.558841381345082,0.547690147426937,0.558841381345082,0.448646235066542,0.448646235066542,0.398373611412464,0.509977242821106,0.999000506204884,0.999000506204883,0.999000506204884,0.0666772558724255,0.116983059929216,0.387176616258156,0.0853528268147319,0.0853528268147319,0.830494445478833,0.172819157679617,0.215905797856452,0.657041743614129,0.172840806535116,0.265062916886946,0.314057876353519,0.133420174563464,0.254656366368168,0.842452063952288,0.264640909592499,0.754991403329943,0.306157430503512,0.117606373221275,0.080947058036936,0.387176616258156,0.173881239561118,0.146244190708726,0.151573035901825,0.193080871024333,0.478570908442623,0.0111068391863008,0.215905797856452
"g.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999690709880748,0.999673522661475,0.99966736120551,0.999654313416406,0.707813319146552,0.999160433673589,0.23474027378373,0.477182962092386,0.329402455657648,0.997889461814566,0.464498338131507,0.472518534234998,0.464498338131507,0.329402455657648,0.329402455657648,0.513435863373441,0.404956046743275,0.99757265792615,0.997572657926144,0.997572657926146,0.175761096477027,0.534032424751798,0.404469354479515,0.0435273071226709,0.0435273071226709,0.997572657926146,0.77680533773252,0.2095929946828,0.364424343488129,0.329402455657648,0.404956046743275,0.273612635583706,0.138983185273437,0.553450542341529,0.998740690424208,0.553815831818082,0.997889461814566,0.883550745704818,0.69394934844153,0.702410041804553,0.999020519257127,0.634710890852296,0.642974658197156,0.588524762988521,0.629411220395078,0.997572657926145,0.445823224872367,0.234327613094417
"g.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999611064469342,0.999603726063103,0.999588185908715,0.772775299826036,0.998999880064024,0.405020827742292,0.390187337854459,0.177608767902552,0.53650018969059,0.166759108166343,0.178519946397547,0.166759108166343,0.0131025555095857,0.0131025555095857,0.242662642334531,0.074472268417124,0.998112067275892,0.998112067275892,0.99811206727589,0.198584304381482,0.366047317247818,0.537025558943315,0.106955200003844,0.106955200003844,0.679637547250231,0.652583566139948,0.248139143882114,0.424348689382051,0.177608767902552,0.53650018969059,0.17762681678533,0.0328302660296035,0.39241549609673,0.999020519257127,0.652583566139948,0.998358442705477,0.637692803403264,0.523876777252231,0.537031405179203,0.768189924022103,0.526475663669429,0.443957863791991,0.679637547250231,0.422545199550928,0.998112067275891,0.425424205398812,0.107448161188541
"g.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999603726063104,0.789756069258851,0.652726570339268,0.998999880064023,0.00785197552499386,0.303141820382383,0.131919011267448,0.603266135468437,0.285781397718744,0.296450705750085,0.285781397718744,0.107307257571867,0.107307257571867,0.350824818864192,0.20624449707947,0.998381771950766,0.998381771950765,0.998381771950764,0.0386590869403206,0.301328216595196,0.40502082774239,0.234877072558636,0.234877072558636,0.725418181248288,0.702165774843513,0.206459380445429,0.392443553855319,0.305322526339438,0.228601921454661,0.131934202027924,0.0600504746267344,0.256027980185134,0.744918894652439,0.702165774843513,0.998592933150929,0.534055449619142,0.387895226062318,0.404715300514228,0.801576724044958,0.594165877222405,0.523376903808219,0.175733065261282,0.442658219772351,0.998381771950765,0.507482179745497,0.23474027378373
"g.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.799556671896574,0.716986429717353,0.999045340061113,0.0261852948397543,0.334902277474508,0.11553956600516,0.621040426893558,0.31824205531832,0.328631958365439,0.31824205531832,0.147887546118627,0.147887546118627,0.380322511331413,0.242216454251837,0.998455327771185,0.998455327771183,0.998455327771184,0.0820118779092576,0.33290755786431,0.431529674263014,0.269397358877222,0.269397358877222,0.737902890204085,0.716041382412987,0.292441051049037,0.380997799051879,0.292244993797452,0.213602469050859,0.115554106804676,0.102799653272802,0.289776761004464,0.756514027464276,0.716041382412987,0.998656885090598,0.555368055800019,0.415559091423394,0.431798388231024,0.810595961038906,0.612651660807722,0.545046441383517,0.213159653451079,0.470011382359066,0.998455327771184,0.529915312492459,0.269505362809224
